Date,Open,High,Low,Close*,VOLUME
14-Jan-22,"4,637.99","4,665.13","4,614.75","4,662.85","500,000.00"
13-Jan-22,"4,733.56","4,744.13","4,650.29","4,659.03","600,000.00"
12-Jan-22,"4,728.59","4,748.83","4,706.71","4,726.35","700,000.00"
11-Jan-22,"4,669.14","4,714.13","4,638.27","4,713.07","800,000.00"
10-Jan-22,"4,655.34","4,673.02","4,582.24","4,670.29","900,000.00"
7-Jan-22,"4,697.66","4,707.95","4,662.74","4,677.03","1,000,000.00"
6-Jan-22,"4,693.39","4,725.01","4,671.26","4,696.05","1,100,000.00"
5-Jan-22,"4,787.99","4,797.70","4,699.44","4,700.58","1,000,000.00"
4-Jan-22,"4,804.51","4,818.62","4,774.27","4,793.54","900,000.00"
3-Jan-22,"4,778.14","4,796.64","4,758.17","4,796.56","800,000.00"
31-Dec-21,"4,775.21","4,786.83","4,765.75","4,766.18","700,000.00"
30-Dec-21,"4,794.23","4,808.93","4,775.33","4,778.73","600,000.00"
29-Dec-21,"4,788.64","4,804.06","4,778.08","4,793.06","500,000.00"
28-Dec-21,"4,795.49","4,807.02","4,780.04","4,786.35","600,000.00"
27-Dec-21,"4,733.99","4,791.49","4,733.99","4,791.19","700,000.00"
23-Dec-21,"4,703.96","4,740.74","4,703.96","4,725.79","800,000.00"
22-Dec-21,"4,650.36","4,697.67","4,645.53","4,696.56","900,000.00"
21-Dec-21,"4,594.96","4,651.14","4,583.16","4,649.23","1,000,000.00"
20-Dec-21,"4,587.90","4,587.90","4,531.10","4,568.02","1,100,000.00"
17-Dec-21,"4,652.50","4,666.70","4,600.22","4,620.64","1,200,000.00"
16-Dec-21,"4,719.13","4,731.99","4,651.89","4,668.67","1,300,000.00"
15-Dec-21,"4,636.46","4,712.60","4,611.22","4,709.85","1,400,000.00"
14-Dec-21,"4,642.99","4,660.47","4,606.52","4,634.09","1,500,000.00"
13-Dec-21,"4,710.30","4,710.30","4,667.60","4,668.97","1,600,000.00"
10-Dec-21,"4,687.64","4,713.57","4,670.24","4,712.02","1,700,000.00"
9-Dec-21,"4,691.00","4,695.26","4,665.98","4,667.45","1,800,000.00"
8-Dec-21,"4,690.86","4,705.06","4,674.52","4,701.21","1,900,000.00"
7-Dec-21,"4,631.97","4,694.04","4,631.97","4,686.75","100,000.00"
6-Dec-21,"4,548.37","4,612.60","4,540.51","4,591.67","200,000.00"
3-Dec-21,"4,589.49","4,608.03","4,495.12","4,538.43","300,000.00"
2-Dec-21,"4,504.73","4,595.46","4,504.73","4,577.10","400,000.00"
1-Dec-21,"4,602.82","4,652.94","4,510.27","4,513.04","500,000.00"
30-Nov-21,"4,640.25","4,646.02","4,560.00","4,567.00","600,000.00"
29-Nov-21,"4,628.75","4,672.95","4,625.26","4,655.27","700,000.00"
26-Nov-21,"4,664.63","4,664.63","4,585.43","4,594.62","600,000.00"
24-Nov-21,"4,675.78","4,702.87","4,659.89","4,701.46","500,000.00"
23-Nov-21,"4,678.48","4,699.39","4,652.66","4,690.70","400,000.00"
22-Nov-21,"4,712.00","4,743.83","4,682.17","4,682.94","300,000.00"
19-Nov-21,"4,708.44","4,717.75","4,694.22","4,697.96","400,000.00"
18-Nov-21,"4,700.72","4,708.80","4,672.78","4,704.54","500,000.00"
17-Nov-21,"4,701.50","4,701.50","4,684.41","4,688.67","600,000.00"
16-Nov-21,"4,679.42","4,714.95","4,679.42","4,700.90","700,000.00"
15-Nov-21,"4,689.30","4,697.42","4,672.86","4,682.80","800,000.00"
12-Nov-21,"4,655.24","4,688.47","4,650.77","4,682.85","900,000.00"
11-Nov-21,"4,659.39","4,664.55","4,648.31","4,649.27","1,000,000.00"
10-Nov-21,"4,670.26","4,684.85","4,630.86","4,646.71","1,100,000.00"
9-Nov-21,"4,707.25","4,708.53","4,670.87","4,685.25","1,000,000.00"
8-Nov-21,"4,701.48","4,714.92","4,694.39","4,701.70","900,000.00"
5-Nov-21,"4,699.26","4,718.50","4,681.32","4,697.53","800,000.00"
4-Nov-21,"4,662.93","4,683.00","4,662.59","4,680.06","700,000.00"
3-Nov-21,"4,630.65","4,663.46","4,621.19","4,660.57","600,000.00"
2-Nov-21,"4,613.34","4,635.15","4,613.34","4,630.65","500,000.00"
1-Nov-21,"4,610.62","4,620.34","4,595.06","4,613.67","600,000.00"
29-Oct-21,"4,572.87","4,608.08","4,567.59","4,605.38","700,000.00"
28-Oct-21,"4,562.84","4,597.55","4,562.84","4,596.42","800,000.00"
27-Oct-21,"4,580.22","4,584.57","4,551.66","4,551.68","900,000.00"
26-Oct-21,"4,578.69","4,598.53","4,569.17","4,574.79","1,000,000.00"
25-Oct-21,"4,553.69","4,572.62","4,537.36","4,566.48","1,100,000.00"
22-Oct-21,"4,546.12","4,559.67","4,524.00","4,544.90","1,200,000.00"
21-Oct-21,"4,532.24","4,551.44","4,526.89","4,549.78","1,300,000.00"
20-Oct-21,"4,524.42","4,540.87","4,524.40","4,536.19","1,400,000.00"
19-Oct-21,"4,497.34","4,520.40","4,496.41","4,519.63","1,500,000.00"
18-Oct-21,"4,463.72","4,488.75","4,447.47","4,486.46","1,600,000.00"
15-Oct-21,"4,447.69","4,475.82","4,447.69","4,471.37","1,700,000.00"
14-Oct-21,"4,386.75","4,439.73","4,386.75","4,438.26","1,800,000.00"
13-Oct-21,"4,358.01","4,372.87","4,329.92","4,363.80","1,900,000.00"
12-Oct-21,"4,368.31","4,374.89","4,342.09","4,350.65","100,000.00"
11-Oct-21,"4,385.44","4,415.88","4,360.59","4,361.19","200,000.00"
8-Oct-21,"4,406.51","4,412.02","4,386.22","4,391.34","300,000.00"
7-Oct-21,"4,383.73","4,429.97","4,383.73","4,399.76","400,000.00"
6-Oct-21,"4,319.57","4,365.57","4,290.49","4,363.55","500,000.00"
5-Oct-21,"4,309.87","4,369.23","4,309.87","4,345.72","600,000.00"
4-Oct-21,"4,348.84","4,355.51","4,278.94","4,300.46","700,000.00"
1-Oct-21,"4,317.16","4,375.19","4,288.52","4,357.04","600,000.00"
30-Sep-21,"4,370.67","4,382.55","4,306.24","4,307.54","500,000.00"
29-Sep-21,"4,362.41","4,385.57","4,355.08","4,359.46","400,000.00"
28-Sep-21,"4,419.54","4,419.54","4,346.33","4,352.63","300,000.00"
27-Sep-21,"4,442.12","4,457.30","4,436.19","4,443.11","400,000.00"
24-Sep-21,"4,438.04","4,463.12","4,430.27","4,455.48","500,000.00"
23-Sep-21,"4,406.75","4,465.40","4,406.75","4,448.98","600,000.00"
22-Sep-21,"4,367.43","4,416.75","4,367.43","4,395.64","700,000.00"
21-Sep-21,"4,374.45","4,394.87","4,347.96","4,354.19","800,000.00"
20-Sep-21,"4,402.95","4,402.95","4,305.91","4,357.73","900,000.00"
17-Sep-21,"4,469.74","4,471.52","4,427.76","4,432.99","1,000,000.00"
16-Sep-21,"4,477.09","4,485.87","4,443.80","4,473.75","1,100,000.00"
15-Sep-21,"4,447.49","4,486.87","4,438.37","4,480.70","1,000,000.00"
14-Sep-21,"4,479.33","4,485.68","4,435.46","4,443.05","900,000.00"
13-Sep-21,"4,474.81","4,492.99","4,445.70","4,468.73","800,000.00"
10-Sep-21,"4,506.92","4,520.47","4,457.66","4,458.58","700,000.00"
9-Sep-21,"4,513.02","4,529.90","4,492.07","4,493.28","600,000.00"
8-Sep-21,"4,518.09","4,521.79","4,493.95","4,514.07","500,000.00"
7-Sep-21,"4,535.38","4,535.38","4,513.00","4,520.03","600,000.00"
3-Sep-21,"4,532.42","4,541.45","4,521.30","4,535.43","700,000.00"
2-Sep-21,"4,534.48","4,545.85","4,524.66","4,536.95","800,000.00"
1-Sep-21,"4,528.80","4,537.11","4,522.02","4,524.09","900,000.00"
31-Aug-21,"4,529.75","4,531.39","4,515.80","4,522.68","1,000,000.00"
30-Aug-21,"4,513.76","4,537.36","4,513.76","4,528.79","1,100,000.00"
27-Aug-21,"4,474.10","4,513.33","4,474.10","4,509.37","1,200,000.00"
26-Aug-21,"4,493.75","4,495.90","4,468.99","4,470.00","1,300,000.00"
25-Aug-21,"4,490.45","4,501.71","4,485.66","4,496.19","1,400,000.00"
24-Aug-21,"4,484.40","4,492.81","4,482.28","4,486.23","1,500,000.00"
23-Aug-21,"4,450.29","4,489.88","4,450.29","4,479.53","1,600,000.00"
20-Aug-21,"4,410.56","4,444.35","4,406.80","4,441.67","1,700,000.00"
19-Aug-21,"4,382.44","4,418.61","4,367.73","4,405.80","1,800,000.00"
18-Aug-21,"4,440.94","4,454.32","4,397.59","4,400.27","1,900,000.00"
17-Aug-21,"4,462.12","4,462.12","4,417.83","4,448.08","100,000.00"
16-Aug-21,"4,461.65","4,480.26","4,437.66","4,479.71","200,000.00"
13-Aug-21,"4,464.84","4,468.37","4,460.82","4,468.00","300,000.00"
12-Aug-21,"4,446.08","4,461.77","4,435.96","4,460.83","400,000.00"
11-Aug-21,"4,442.18","4,449.44","4,436.42","4,442.41","500,000.00"
10-Aug-21,"4,435.79","4,445.21","4,430.03","4,436.75","600,000.00"
9-Aug-21,"4,437.77","4,439.39","4,424.74","4,432.35","700,000.00"
6-Aug-21,"4,429.07","4,440.82","4,429.07","4,436.52","600,000.00"
5-Aug-21,"4,408.86","4,429.76","4,408.86","4,429.10","500,000.00"
4-Aug-21,"4,415.95","4,416.17","4,400.23","4,402.66","400,000.00"
3-Aug-21,"4,392.74","4,423.79","4,373.00","4,423.15","300,000.00"
2-Aug-21,"4,406.86","4,422.18","4,384.81","4,387.16","400,000.00"
30-Jul-21,"4,395.12","4,412.25","4,389.65","4,395.26","500,000.00"
29-Jul-21,"4,403.59","4,429.97","4,403.59","4,419.15","600,000.00"
28-Jul-21,"4,402.95","4,415.47","4,387.01","4,400.64","700,000.00"
27-Jul-21,"4,416.38","4,416.38","4,372.51","4,401.46","800,000.00"
26-Jul-21,"4,409.58","4,422.73","4,405.45","4,422.30","900,000.00"
23-Jul-21,"4,381.20","4,415.18","4,381.20","4,411.79","1,000,000.00"
22-Jul-21,"4,361.27","4,369.87","4,350.06","4,367.48","1,100,000.00"
21-Jul-21,"4,331.13","4,359.70","4,331.13","4,358.69","1,000,000.00"
20-Jul-21,"4,265.11","4,336.84","4,262.05","4,323.06","900,000.00"
19-Jul-21,"4,296.40","4,296.40","4,233.13","4,258.49","800,000.00"
16-Jul-21,"4,367.43","4,375.09","4,322.53","4,327.16","700,000.00"
15-Jul-21,"4,369.02","4,369.02","4,340.70","4,360.03","600,000.00"
14-Jul-21,"4,380.11","4,393.68","4,362.36","4,374.30","500,000.00"
13-Jul-21,"4,381.07","4,392.37","4,366.92","4,369.21","600,000.00"
12-Jul-21,"4,372.41","4,386.68","4,364.03","4,384.63","700,000.00"
9-Jul-21,"4,329.38","4,371.60","4,329.38","4,369.55","800,000.00"
8-Jul-21,"4,321.07","4,330.88","4,289.37","4,320.82","900,000.00"
7-Jul-21,"4,351.01","4,361.88","4,329.79","4,358.13","1,000,000.00"
6-Jul-21,"4,356.46","4,356.46","4,314.37","4,343.54","1,100,000.00"
2-Jul-21,"4,326.60","4,355.43","4,326.60","4,352.34","1,200,000.00"
1-Jul-21,"4,300.73","4,320.66","4,300.73","4,319.94","1,300,000.00"
30-Jun-21,"4,290.65","4,302.43","4,287.96","4,297.50","1,400,000.00"
29-Jun-21,"4,293.21","4,300.52","4,287.04","4,291.80","1,500,000.00"
28-Jun-21,"4,284.90","4,292.14","4,274.67","4,290.61","1,600,000.00"
25-Jun-21,"4,274.45","4,286.12","4,271.16","4,280.70","1,700,000.00"
24-Jun-21,"4,256.97","4,271.28","4,256.97","4,266.49","1,800,000.00"
23-Jun-21,"4,249.27","4,256.60","4,241.43","4,241.84","1,900,000.00"
22-Jun-21,"4,224.61","4,255.84","4,217.27","4,246.44","100,000.00"
21-Jun-21,"4,173.40","4,226.24","4,173.40","4,224.79","200,000.00"
18-Jun-21,"4,204.78","4,204.78","4,164.40","4,166.45","300,000.00"
17-Jun-21,"4,220.37","4,232.29","4,196.05","4,221.86","400,000.00"
16-Jun-21,"4,248.87","4,251.89","4,202.45","4,223.70","500,000.00"
15-Jun-21,"4,255.28","4,257.16","4,238.35","4,246.59","600,000.00"
14-Jun-21,"4,248.31","4,255.59","4,234.07","4,255.15","700,000.00"
11-Jun-21,"4,242.90","4,248.38","4,232.25","4,247.44","600,000.00"
10-Jun-21,"4,228.56","4,249.74","4,220.34","4,239.18","500,000.00"
9-Jun-21,"4,232.99","4,237.09","4,218.74","4,219.55","400,000.00"
8-Jun-21,"4,233.81","4,236.74","4,208.41","4,227.26","300,000.00"
7-Jun-21,"4,229.34","4,232.34","4,215.66","4,226.52","400,000.00"
4-Jun-21,"4,206.05","4,233.45","4,206.05","4,229.89","500,000.00"
3-Jun-21,"4,191.43","4,204.39","4,167.93","4,192.85","600,000.00"
2-Jun-21,"4,206.82","4,217.37","4,198.27","4,208.12","700,000.00"
1-Jun-21,"4,216.52","4,234.12","4,197.59","4,202.04","800,000.00"
28-May-21,"4,210.77","4,218.36","4,203.57","4,204.11","900,000.00"
27-May-21,"4,201.94","4,213.38","4,197.78","4,200.88","1,000,000.00"
26-May-21,"4,191.59","4,202.61","4,184.11","4,195.99","1,100,000.00"
25-May-21,"4,205.94","4,213.42","4,182.52","4,188.13","1,000,000.00"
24-May-21,"4,170.16","4,209.52","4,170.16","4,197.05","900,000.00"
21-May-21,"4,168.61","4,188.72","4,151.72","4,155.86","800,000.00"
20-May-21,"4,121.97","4,172.80","4,121.97","4,159.12","700,000.00"
19-May-21,"4,098.45","4,116.93","4,061.41","4,115.68","600,000.00"
18-May-21,"4,165.94","4,169.15","4,125.99","4,127.83","500,000.00"
17-May-21,"4,169.92","4,171.92","4,142.69","4,163.29","600,000.00"
14-May-21,"4,129.58","4,183.13","4,129.58","4,173.85","700,000.00"
13-May-21,"4,074.99","4,131.58","4,074.99","4,112.50","800,000.00"
12-May-21,"4,130.55","4,134.73","4,056.88","4,063.04","900,000.00"
11-May-21,"4,150.34","4,162.04","4,111.53","4,152.10","1,000,000.00"
10-May-21,"4,228.29","4,236.39","4,188.13","4,188.43","1,100,000.00"
7-May-21,"4,210.34","4,238.04","4,201.64","4,232.60","1,200,000.00"
6-May-21,"4,169.14","4,202.70","4,147.33","4,201.62","1,300,000.00"
5-May-21,"4,177.06","4,187.72","4,160.94","4,167.59","1,400,000.00"
4-May-21,"4,179.04","4,179.04","4,128.59","4,164.66","1,500,000.00"
3-May-21,"4,191.98","4,209.39","4,188.03","4,192.66","1,600,000.00"
30-Apr-21,"4,198.10","4,198.10","4,174.85","4,181.17","1,700,000.00"
29-Apr-21,"4,206.14","4,218.78","4,176.81","4,211.47","1,800,000.00"
28-Apr-21,"4,185.14","4,201.53","4,181.78","4,183.18","1,900,000.00"
27-Apr-21,"4,188.25","4,193.35","4,176.22","4,186.72","100,000.00"
26-Apr-21,"4,185.03","4,194.19","4,182.36","4,187.62","200,000.00"
23-Apr-21,"4,138.78","4,194.17","4,138.78","4,180.17","300,000.00"
22-Apr-21,"4,170.46","4,179.57","4,123.69","4,134.98","400,000.00"
21-Apr-21,"4,128.42","4,175.02","4,126.35","4,173.42","500,000.00"
20-Apr-21,"4,159.18","4,159.18","4,118.38","4,134.94","600,000.00"
19-Apr-21,"4,179.80","4,180.81","4,150.47","4,163.26","700,000.00"
16-Apr-21,"4,174.14","4,191.31","4,170.75","4,185.47","600,000.00"
15-Apr-21,"4,139.76","4,173.49","4,139.76","4,170.42","500,000.00"
14-Apr-21,"4,141.58","4,151.69","4,120.87","4,124.66","400,000.00"
13-Apr-21,"4,130.10","4,148.00","4,124.43","4,141.59","300,000.00"
12-Apr-21,"4,124.71","4,131.76","4,114.82","4,127.99","400,000.00"
9-Apr-21,"4,096.11","4,129.48","4,095.51","4,128.80","500,000.00"
8-Apr-21,"4,089.95","4,098.19","4,082.54","4,097.17","600,000.00"
7-Apr-21,"4,074.29","4,083.13","4,068.31","4,079.95","700,000.00"
6-Apr-21,"4,075.57","4,086.23","4,068.14","4,073.94","800,000.00"
5-Apr-21,"4,034.44","4,083.42","4,034.44","4,077.91","900,000.00"
1-Apr-21,"3,992.78","4,020.63","3,992.78","4,019.87","1,000,000.00"
31-Mar-21,"3,967.25","3,994.41","3,966.98","3,972.89","1,100,000.00"
30-Mar-21,"3,963.34","3,968.01","3,944.35","3,958.55","1,000,000.00"
29-Mar-21,"3,969.31","3,981.83","3,943.25","3,971.09","900,000.00"
26-Mar-21,"3,917.12","3,978.19","3,917.12","3,974.54","800,000.00"
25-Mar-21,"3,879.34","3,919.54","3,853.50","3,909.52","700,000.00"
24-Mar-21,"3,919.93","3,942.08","3,889.07","3,889.14","600,000.00"
23-Mar-21,"3,937.60","3,949.13","3,901.57","3,910.52","500,000.00"
22-Mar-21,"3,916.48","3,955.31","3,914.16","3,940.59","600,000.00"
19-Mar-21,"3,913.14","3,930.12","3,886.75","3,913.10","700,000.00"
18-Mar-21,"3,953.50","3,969.62","3,910.86","3,915.46","800,000.00"
17-Mar-21,"3,949.57","3,983.87","3,935.74","3,974.12","900,000.00"
16-Mar-21,"3,973.59","3,981.04","3,953.44","3,962.71","1,000,000.00"
15-Mar-21,"3,942.96","3,970.08","3,923.54","3,968.94","1,100,000.00"
12-Mar-21,"3,924.52","3,944.99","3,915.21","3,943.34","1,200,000.00"
11-Mar-21,"3,915.54","3,960.27","3,915.54","3,939.34","1,300,000.00"
10-Mar-21,"3,891.99","3,917.35","3,885.73","3,898.81","1,400,000.00"
9-Mar-21,"3,851.93","3,903.76","3,851.93","3,875.44","1,500,000.00"
8-Mar-21,"3,844.39","3,881.06","3,819.25","3,821.35","1,600,000.00"
5-Mar-21,"3,793.58","3,851.69","3,730.19","3,841.94","1,700,000.00"
4-Mar-21,"3,818.53","3,843.67","3,723.34","3,768.47","1,800,000.00"
3-Mar-21,"3,863.99","3,874.47","3,818.86","3,819.72","1,900,000.00"
2-Mar-21,"3,903.64","3,906.41","3,868.57","3,870.29","100,000.00"
1-Mar-21,"3,842.51","3,914.50","3,842.51","3,901.82","200,000.00"
26-Feb-21,"3,839.66","3,861.08","3,789.54","3,811.15","300,000.00"
25-Feb-21,"3,915.80","3,925.02","3,814.04","3,829.34","400,000.00"
24-Feb-21,"3,873.71","3,928.65","3,859.60","3,925.43","500,000.00"
23-Feb-21,"3,857.07","3,895.98","3,805.59","3,881.37","600,000.00"
22-Feb-21,"3,885.55","3,902.92","3,874.71","3,876.50","700,000.00"
19-Feb-21,"3,921.16","3,930.41","3,903.07","3,906.71","600,000.00"
18-Feb-21,"3,915.86","3,921.98","3,885.03","3,913.97","500,000.00"
17-Feb-21,"3,918.50","3,933.61","3,900.43","3,931.33","400,000.00"
16-Feb-21,"3,939.61","3,950.43","3,923.85","3,932.59","300,000.00"
12-Feb-21,"3,911.65","3,937.23","3,905.78","3,934.83","400,000.00"
11-Feb-21,"3,916.40","3,925.99","3,890.39","3,916.38","500,000.00"
10-Feb-21,"3,920.78","3,931.50","3,884.94","3,909.88","600,000.00"
9-Feb-21,"3,910.49","3,918.35","3,902.64","3,911.23","700,000.00"
8-Feb-21,"3,892.59","3,915.77","3,892.59","3,915.59","800,000.00"
5-Feb-21,"3,878.30","3,894.56","3,874.93","3,886.83","900,000.00"
4-Feb-21,"3,836.66","3,872.42","3,836.66","3,871.74","1,000,000.00"
3-Feb-21,"3,840.27","3,847.51","3,816.68","3,830.17","1,100,000.00"
2-Feb-21,"3,791.84","3,843.09","3,791.84","3,826.31","1,000,000.00"
1-Feb-21,"3,731.17","3,784.32","3,725.62","3,773.86","900,000.00"
29-Jan-21,"3,778.05","3,778.05","3,694.12","3,714.24","800,000.00"
28-Jan-21,"3,755.75","3,830.50","3,755.75","3,787.38","700,000.00"
27-Jan-21,"3,836.83","3,836.83","3,732.48","3,750.77","600,000.00"
26-Jan-21,"3,862.96","3,870.90","3,847.78","3,849.62","500,000.00"
25-Jan-21,"3,851.68","3,859.23","3,797.16","3,855.36","600,000.00"
22-Jan-21,"3,844.24","3,852.31","3,830.41","3,841.47","700,000.00"
21-Jan-21,"3,857.46","3,861.45","3,845.05","3,853.07","800,000.00"
20-Jan-21,"3,816.22","3,859.75","3,816.22","3,851.85","900,000.00"
19-Jan-21,"3,781.88","3,804.53","3,780.37","3,798.91","1,000,000.00"
15-Jan-21,"3,788.73","3,788.73","3,749.62","3,768.25","1,100,000.00"
14-Jan-21,"3,814.98","3,823.60","3,792.86","3,795.54","1,200,000.00"
13-Jan-21,"3,802.23","3,820.96","3,791.50","3,809.84","1,300,000.00"
