,date,name,cik,variable,value
666,"May 1, 2014",Beam Inc,,removed_ticker,BEAM
667,"May 1, 2014",SLM Corporation,,removed_ticker,SLM
936,"May 1, 2014",Under Armour (Class A),,added_ticker,UAA
937,"May 1, 2014",Navient,,added_ticker,NAVI
525,"May 12, 2020",Allergan,,removed_ticker,AGN
524,"May 12, 2020",Capri Holdings,,removed_ticker,CPRI
791,"May 12, 2020",Dexcom,,added_ticker,DXCM
790,"May 12, 2020",Domino's Pizza,,added_ticker,DPZ
883,"May 13, 2016",Alaska Air Group,,added_ticker,ALK
617,"May 13, 2016",SanDisk,,removed_ticker,SNDK
505,"May 14, 2021",FLIR Systems,,removed_ticker,FLIR
771,"May 14, 2021",Charles River Laboratories,,added_ticker,CRL
703,"May 17, 2012",El Paso Corporation,,removed_ticker,EP
974,"May 17, 2012",Kinder Morgan,,added_ticker,KMI
616,"May 18, 2016",Time Warner Cable,,removed_ticker,TWC
882,"May 18, 2016",Digital Realty Trust,,added_ticker,DLR
973,"May 21, 2012",Alexion Pharmaceuticals,,added_ticker,ALXN
702,"May 21, 2012",Motorola Mobility,,removed_ticker,MMI
789,"May 22, 2020",West Pharmaceutical Services,,added_ticker,WST
523,"May 22, 2020",Helmerich & Payne,,removed_ticker,HP
956,"May 23, 2013",Kansas City Southern,,added_ticker,KSU
685,"May 23, 2013",Dean Foods,,removed_ticker,DF
615,"May 23, 2016",Airgas,,removed_ticker,ARG
881,"May 23, 2016",LKQ Corporation,,added_ticker,LKQ
884,"May 3, 2016",Acuity Brands,,added_ticker,AYI
618,"May 3, 2016",ADT,,removed_ticker,ADT
880,"May 31, 2016",Arthur J. Gallagher & Co.,,added_ticker,AJG
614,"May 31, 2016",Coca-Cola Enterprises,,removed_ticker,CCE
568,"May 31, 2018",Wyndham Worldwide,,removed_ticker,WYN
834,"May 31, 2018",Abiomed,,added_ticker,ABMD
957,"May 8, 2013",Macerich,,added_ticker,MAC
686,"May 8, 2013",Coventry Health Care,,removed_ticker,CVH
935,"May 8, 2014",Avago Technologies,,added_ticker,AVGO
665,"May 8, 2014",LSI Corporation,,removed_ticker,LSI
870,"November 1, 2016",Arconic Inc,,added_ticker,ARNC
604,"November 1, 2016",Alcoa Inc,,removed_ticker,AA
676,"November 13, 2013",NYSE Euronext,,removed_ticker,NYX
947,"November 13, 2013",Michael Kors,,added_ticker,KORS
822,"November 13, 2018",Jack Henry & Associates,,added_ticker,JKHY
556,"November 13, 2018",EQT,,removed_ticker,EQT
1000,"November 17, 2010",Ingersoll-Rand,,added_ticker,IR
729,"November 17, 2010",Pactiv,,removed_ticker,PTV
761,"November 18, 2005",AT&T Corporation,,removed_ticker,T
1032,"November 18, 2005",Amazon.com,,added_ticker,AMZN
984,"November 18, 2011",Cooper Industries,,added_ticker,CBE
713,"November 18, 2011",Janus Capital Group,,removed_ticker,JNS
901,"November 18, 2015",Synchrony Financial,,added_ticker,SYF
635,"November 18, 2015",Genworth Financial,,removed_ticker,GNW
900,"November 19, 2015",Illumina,,added_ticker,ILMN
634,"November 19, 2015",Sigma-Aldrich,,removed_ticker,SIAL
636,"November 2, 2015",Hudson City Bancorp,,removed_ticker,HCBK
902,"November 2, 2015",Hewlett Packard Enterprise,,added_ticker,HPE
802,"November 21, 2019",ServiceNow,,added_ticker,NOW
536,"November 21, 2019",Celgene,,removed_ticker,CELG
741,"November 3, 2009",Schering-Plough,,removed_ticker,SGP
1012,"November 3, 2009",Priceline.com,,added_ticker,PCLN
927,"November 5, 2014",Level 3 Communications,,added_ticker,LVLT
658,"November 5, 2014",Jabil Circuit,,removed_ticker,JBL
823,"November 6, 2018",Keysight Technologies,,added_ticker,KEYS
557,"November 6, 2018",CA Technologies,,removed_ticker,CA
754,"October 1, 2007",NCR Corporation,,removed_ticker,NCR
1025,"October 1, 2007",Teradata,,added_ticker,TDC
696,"October 1, 2012",DeVry,,removed_ticker,DV
695,"October 1, 2012",Lexmark,,removed_ticker,LXK
966,"October 1, 2012",ADT,,added_ticker,ADT
967,"October 1, 2012",Pentair,,added_ticker,PNR
559,"October 1, 2018",Andeavor,,removed_ticker,ANDV
825,"October 1, 2018",Rollins,,added_ticker,ROL
693,"October 10, 2012",Sunoco,,removed_ticker,SUN
964,"October 10, 2012",PetSmart,,added_ticker,PETM
824,"October 11, 2018",Fortinet,,added_ticker,FTNT
558,"October 11, 2018",Envision Healthcare,,removed_ticker,EVHC
515,"October 12, 2020",Noble Energy,,removed_ticker,NBL
841,"October 13, 2017",Norwegian Cruise Line Holdings,,added_ticker,NCLH
575,"October 13, 2017",Level 3 Communications,,removed_ticker,LVLT
715,"October 14, 2011",Cephalon,,removed_ticker,CEPH
986,"October 14, 2011",TE Connectivity,,added_ticker,TEL
1024,"October 2, 2007",Expedia,,added_ticker,EXPE
753,"October 2, 2007",Solectron,,removed_ticker,SLR
965,"October 2, 2012",Kraft Foods,,added_ticker,KRFT
694,"October 2, 2012",Alpha Natural Resources,,removed_ticker,ANR
752,"October 26, 2007",Avaya,,removed_ticker,AV
1023,"October 26, 2007",Jacobs Engineering Group,,added_ticker,JEC
677,"October 29, 2013",Dell,,removed_ticker,DELL
948,"October 29, 2013",Transocean,,added_ticker,RIG
803,"October 3, 2019",Las Vegas Sands,,added_ticker,LVS
537,"October 3, 2019",Nektar Therapeutics,,removed_ticker,NKTR
985,"October 31, 2011",Xylem,,added_ticker,XYL
714,"October 31, 2011",ITT,,removed_ticker,ITT
903,"October 7, 2015",Verisk Analytics,,added_ticker,VRSK
637,"October 7, 2015",Joy Global,,removed_ticker,JOY
516,"October 7, 2020",E-Trade,,removed_ticker,ETFC
782,"October 7, 2020",Pool Corporation,,added_ticker,POOL
781,"October 9, 2020",Vontier,,added_ticker,VNT
577,"September 1, 2017",Dow Chemical Company,,removed_ticker,DOW
844,"September 1, 2017",SBA Communications,,added_ticker,SBAC
843,"September 1, 2017",DuPont,,added_ticker,DWDP
578,"September 1, 2017",DuPont,,removed_ticker,DD
680,"September 10, 2013",BMC Software,,removed_ticker,BMC
951,"September 10, 2013",Delta Air Lines,,added_ticker,DAL
747,"September 12, 2008",Freddie Mac,,removed_ticker,FRE
1019,"September 12, 2008",Fastenal,,added_ticker,FAST
1018,"September 12, 2008",Salesforce,,added_ticker,CRM
748,"September 12, 2008",Fannie Mae,,removed_ticker,FNM
560,"September 14, 2018",XL Group,,removed_ticker,XL
826,"September 14, 2018",WellCare,,added_ticker,WCG
1017,"September 16, 2008",Harris Corporation,,added_ticker,HRS
746,"September 16, 2008",Lehman Brothers,,removed_ticker,LEH
905,"September 18, 2015",Twenty-First Century Fox Class B,,added_ticker,FOX
906,"September 18, 2015",News Corporation Class B,,added_ticker,NWS
904,"September 18, 2015",Comcast Class K Special,,added_ticker,CMCSK
576,"September 18, 2017",Staples,,removed_ticker,SPLS
842,"September 18, 2017",Cadence Design Systems,,added_ticker,CDNS
907,"September 2, 2015",United Continental Holdings,,added_ticker,UAL
638,"September 2, 2015",Hospira,,removed_ticker,HSP
679,"September 20, 2013",SAIC,,removed_ticker,SAI
678,"September 20, 2013",Advanced Micro Devices,,removed_ticker,AMD
949,"September 20, 2013",Vertex Pharmaceuticals,,added_ticker,VRTX
950,"September 20, 2013",Ametek,,added_ticker,AME
928,"September 20, 2014",United Rentals,,added_ticker,URI
660,"September 20, 2014",Graham Holdings,,removed_ticker,GHC
659,"September 20, 2014",Peabody Energy,,removed_ticker,BTU
929,"September 20, 2014",Universal Health Services,,added_ticker,UHS
783,"September 21, 2020",Etsy,,added_ticker,ETSY
518,"September 21, 2020",Coty,,removed_ticker,COTY
519,"September 21, 2020",Kohl's,,removed_ticker,KSS
784,"September 21, 2020",Teradyne,,added_ticker,TER
785,"September 21, 2020",Catalent,,added_ticker,CTLT
517,"September 21, 2020",H&R Block,,removed_ticker,HRB
606,"September 22, 2016",Starwood,,removed_ticker,HOT
872,"September 22, 2016",The Cooper Companies,,added_ticker,COO
987,"September 23, 2011",The Mosaic Company,,added_ticker,MOS
716,"September 23, 2011",National Semiconductor,,removed_ticker,NSM
539,"September 23, 2019",TSYS,,removed_ticker,TSS
805,"September 23, 2019",CDW,,added_ticker,CDW
763,"September 25, 2003",Quintiles Transnational,,removed_ticker,QTRN
1034,"September 25, 2003",Express Scripts,,added_ticker,ESRX
756,"September 26, 2007",First Data,,removed_ticker,FDC
1027,"September 26, 2007",Intercontinental Exchange,,added_ticker,ICE
538,"September 26, 2019",Jefferies Financial Group,,removed_ticker,JEF
804,"September 26, 2019",NVR,,added_ticker,NVR
755,"September 27, 2007",Maxim Integrated Products,,removed_ticker,MXIM
1026,"September 27, 2007",Tesoro Corporation,,added_ticker,TSO
1013,"September 28, 2009",Airgas,,added_ticker,ARG
742,"September 28, 2009",Cooper Industries,,removed_ticker,CBE
871,"September 30, 2016",Coty,,added_ticker,COTY
605,"September 30, 2016",Diamond Offshore Drilling,,removed_ticker,DO
697,"September 5, 2012",Sears Holdings,,removed_ticker,SHLD
968,"September 5, 2012",LyondellBasell,,added_ticker,LYB
608,"September 6, 2016",Tyco International,,removed_ticker,TYC
874,"September 6, 2016",Mettler Toledo,,added_ticker,MTD
607,"September 8, 2016",EMC Corporation,,removed_ticker,EMC
873,"September 8, 2016",Charter Communications,,added_ticker,CHTR
