,VOX,VCR,VDC,VDE,VFH,VHT,VIS,VGT,VAW,VNQ,VPU,SPTM,SPY,SLY,MDYG,CONSUMER,WPUSI019011,WPU101,GVZCLS,UNRATE,VIXCLS,BUSLOANS,AWHAETP,UMCSENT,TDSP,DCOILWTICO,CPIAUCSL,CSUSHPINSA,FEDFUNDS,T10Y3M,USREC,USALOLITONOSTSAM,USPHCI,INDPRO,NEWORDER,PCE,AUDUSD=X,BRLUSD=X,BZ=F,CC=F,CL=F,CNYUSD=X,CT=F,EURUSD=X,GBPUSD=X,GC=F,GE=F,GF=F,HE=F,HG=F,HO=F,JPY=X,KC=F,KE=F,LBS=F,LE=F,MXNUSD=X,NG=F,NQ=F,PA=F,PL=F,RB=F,SB=F,SI=F,USD,UUP,YM=F,ZAR=X,ZB=F,ZC=F,ZF=F,ZL=F,ZM=F,ZN=F,ZO=F,ZR=F,ZS=F,ZT=F,ZW=F,^GSPC,^IRX,^RUT
2017-06-30,85.89007568359375,134.42410278320312,127.21825408935547,76.2781753540039,57.24823760986328,138.758056640625,120.2981185913086,134.8262176513672,112.86492156982422,70.93234252929688,100.85272216796875,28.0664005279541,224.8532257080078,57.431514739990234,45.18889236450195,,,,,,,,,,,,,,,,,,,,,,0.7685213685035706,0.3027825653553009,47.91999816894531,1903.0,46.040000915527344,0.14736872911453247,75.30999755859375,1.144164800643921,1.3011176586151123,1240.699951171875,98.69499969482422,147.9250030517578,90.625,2.6989998817443848,1.4754999876022339,112.00900268554688,124.05000305175781,511.25,365.8999938964844,119.0999984741211,0.05520634725689888,3.0350000858306885,5652.75,849.0,923.7000122070312,1.5152000188827515,13.680000305175781,16.56800079345703,6.519705295562744,23.983463287353516,21300.0,12.986499786376953,153.6875,370.5,118.515625,32.93000030517578,304.3999938964844,125.53125,290.0,1150.5,942.25,108.3359375,511.0,2423.409912109375,0.9929999709129333,1415.3599853515625
2017-07-07,84.58998107910156,133.25953674316406,126.16273498535156,75.09735870361328,57.98957824707031,138.88987731933594,120.99137878417969,135.6495361328125,113.46821594238281,69.88407135009766,100.01419830322266,28.03380012512207,225.1415252685547,57.36623001098633,45.31516647338867,1380.3800709677419,367.5774193548387,215.55161290322582,12.54,4.319354838709677,11.19,2077.627712903226,34.4,94.05806451612904,9.908829347826087,44.25,244.42493548387097,193.7008064516129,1.1519354838709677,1.34,0.0,100.02840872903225,121.45064516129032,100.05392903225807,61449.45161290323,13206.564516129032,0.7579776644706726,0.3032784163951874,46.709999084472656,1835.0,44.22999954223633,0.14706099033355713,75.29000091552734,1.1424784660339355,1.2973533868789673,1208.5999755859375,98.69249725341797,145.02499389648438,91.7249984741211,2.637500047683716,1.448199987411499,113.14900207519531,126.55000305175781,526.5,365.5,114.7750015258789,0.055337343364953995,2.864000082015991,5655.75,843.25,901.0999755859375,1.4983999729156494,14.149999618530273,15.371000289916992,6.728335857391357,24.070676803588867,21370.0,13.409500122070312,151.65625,382.25,117.4921875,32.779998779296875,328.5,124.84375,282.5,1172.0,996.0,107.984375,515.25,2425.179931640625,1.0080000162124634,1415.8399658203125
2017-07-14,84.10359954833984,134.81234741210938,126.5596923828125,76.94184112548828,57.715003967285156,140.31166076660156,122.31230926513672,140.51263427734375,115.87215423583984,70.80449676513672,100.66737365722656,28.47774887084961,228.34971618652344,58.028446197509766,45.81708908081055,1381.468887096774,371.1677419354839,215.1451612903226,11.11,4.341935483870968,9.51,2079.416461290323,34.4,94.8258064516129,9.909196086956522,46.53,244.6371935483871,193.8895806451613,1.1541935483870966,1.29,0.0,100.04393511290323,121.49806451612903,99.9514129032258,61503.645161290326,13216.206451612903,0.774053692817688,0.31152647733688354,48.90999984741211,1876.0,46.540000915527344,0.14743608236312866,67.18000030517578,1.140393853187561,1.294716238975525,1226.5999755859375,98.69750213623047,154.27499389648438,92.5999984741211,2.684000015258789,1.5149999856948853,113.41799926757812,131.6999969482422,499.0,403.0,117.80000305175781,0.05696512758731842,2.9800000190734863,5843.25,865.75,920.9000244140625,1.5605000257492065,14.300000190734863,15.883999824523926,7.364822864532471,23.857492446899414,21595.0,13.199999809265137,152.625,365.25,117.9765625,33.060001373291016,322.29998779296875,125.671875,298.0,1141.5,985.25,108.109375,494.75,2459.27001953125,1.0080000162124634,1428.8199462890625
2017-07-21,85.61882019042969,136.12847900390625,127.6241683959961,76.61432647705078,57.58686828613281,141.7616424560547,121.46917724609375,141.94854736328125,115.92784881591797,71.3755111694336,103.48306274414062,28.57243537902832,229.5771942138672,58.3455696105957,45.93388748168945,1382.5577032258066,374.758064516129,214.73870967741937,11.22,4.364516129032258,9.36,2081.205209677419,34.4,95.59354838709677,9.909562826086956,45.78,244.8494516129032,194.07835483870969,1.1564516129032256,1.08,0.0,100.05946149677419,121.54548387096774,99.84889677419355,61557.83870967742,13225.848387096774,0.7947861552238464,0.320677250623703,48.060001373291016,1968.0,45.77000045776367,0.147953063249588,69.13999938964844,1.1628718376159668,1.2965459823608398,1254.300048828125,98.6675033569336,152.9499969482422,81.0999984741211,2.7149999141693115,1.5152000188827515,111.88500213623047,136.5500030517578,496.0,386.70001220703125,116.42500305175781,0.05669959634542465,2.9700000286102295,5918.75,849.3499755859375,934.7000122070312,1.5633000135421753,14.399999618530273,16.40999984741211,7.399865627288818,23.566781997680664,21518.0,13.0201997756958,154.78125,379.75,118.2578125,33.79999923706055,329.70001220703125,126.3125,295.75,1198.5,1009.0,108.1640625,499.25,2472.5400390625,1.1380000114440918,1435.8399658203125
2017-07-28,87.81681823730469,136.6397705078125,128.1023406982422,78.08818817138672,57.77907180786133,139.87850952148438,120.67286682128906,141.10610961914062,115.10179901123047,71.7164077758789,103.103515625,28.48395538330078,229.6051025390625,58.14503860473633,45.70658874511719,1383.6465193548388,378.34838709677416,214.3322580645161,11.44,4.387096774193549,10.29,2082.993958064516,34.4,96.36129032258064,9.909929565217391,49.72,245.06170967741934,194.26712903225805,1.1587096774193548,1.22,0.0,100.07498788064515,121.59290322580645,99.74638064516128,61612.032258064515,13235.490322580645,0.7973591089248657,0.3171984851360321,52.52000045776367,2060.0,49.709999084472656,0.1483679562807083,70.22000122070312,1.1688660383224487,1.3076680898666382,1268.4000244140625,98.68250274658203,146.0500030517578,81.4000015258789,2.870500087738037,1.6397000551223755,111.09700012207031,137.85000610351562,481.0,377.70001220703125,112.9000015258789,0.05628180876374245,2.940999984741211,5910.25,885.25,933.2000122070312,1.6761000156402588,14.369999885559082,16.663999557495117,7.198568820953369,23.42142677307129,21775.0,13.000289916992188,153.1875,374.25,118.15625,34.61000061035156,321.0,125.953125,290.25,1241.5,1000.75,108.1796875,481.0,2472.10009765625,1.0529999732971191,1429.260009765625
2017-08-04,88.63055419921875,136.2326202392578,127.14606475830078,77.07112884521484,58.68516540527344,138.7957000732422,121.43167877197266,141.14442443847656,114.27572631835938,71.5715103149414,104.4186782836914,28.552255630493164,230.07005310058594,57.38954162597656,45.37198257446289,1385.1147483870968,382.1225806451613,214.25483870967741,10.87,4.390322580645162,10.03,2085.8413677419353,34.39032258064516,96.63548387096773,9.910296304347826,49.57,245.30416129032258,194.4203870967742,1.159032258064516,1.19,0.0,100.09220784193548,121.65096774193549,99.69700322580644,61822.41935483871,13253.009677419355,0.7959882616996765,0.3213883936405182,52.41999816894531,1994.0,49.58000183105469,0.14890702068805695,70.98999786376953,1.1884952783584595,1.314405918121338,1258.300048828125,98.68499755859375,149.9499969482422,83.2249984741211,2.884999990463257,1.6485999822616577,109.9000015258789,140.14999389648438,459.5,373.79998779296875,115.44999694824219,0.055912118405103683,2.7739999294281006,5898.0,879.7999877929688,966.0,1.646299958229065,14.140000343322754,16.222000122070312,7.12766695022583,23.479568481445312,22017.0,13.36769962310791,154.09375,366.5,118.1953125,33.599998474121094,303.5,126.078125,283.75,1233.0,949.25,108.15625,454.75,2476.830078125,1.0529999732971191,1412.3199462890625
2017-08-11,87.86358642578125,134.43359375,127.30844116210938,74.8560562133789,57.0651969909668,137.10089111328125,119.40813446044922,139.7659149169922,111.75111389160156,69.96930694580078,104.23332214355469,28.17350196838379,227.0106201171875,55.813262939453125,44.51651382446289,1387.0888612903227,386.14193548387095,214.61612903225804,13.45,4.367741935483871,15.51,2090.1003258064516,34.36774193548387,96.2516129032258,9.91066304347826,48.81,245.58687096774193,194.52629032258065,1.156774193548387,1.16,0.0,100.11168590645161,121.72322580645161,99.71847741935484,62241.06451612903,13281.032258064517,0.7866582870483398,0.3150995671749115,52.099998474121094,1990.0,48.81999969482422,0.15047097206115723,69.23999786376953,1.177024483680725,1.2976733446121216,1287.699951171875,98.68250274658203,141.77499389648438,84.6500015258789,2.9140000343322754,1.634600043296814,109.10600280761719,140.3000030517578,441.25,365.3999938964844,109.7249984741211,0.05614382028579712,2.9830000400543213,5838.25,899.7000122070312,987.2000122070312,1.6130000352859497,13.199999809265137,17.041000366210938,6.944301128387451,23.3632869720459,21848.0,13.447979927062988,155.46875,360.75,118.6484375,33.529998779296875,298.1000061035156,126.8125,264.0,1249.5,935.5,108.2890625,439.25,2441.320068359375,1.0130000114440918,1374.22998046875
2017-08-18,85.81525421142578,131.90550231933594,127.30844116210938,72.92538452148438,56.78146743774414,136.1499481201172,117.97480010986328,139.9190673828125,112.07596588134766,70.04601287841797,105.60143280029297,28.013620376586914,225.69949340820312,54.94584274291992,44.121910095214844,1389.0629741935484,390.1612903225806,214.9774193548387,12.12,4.345161290322581,14.26,2094.359283870968,34.34516129032258,95.86774193548386,9.911029782608695,48.59,245.86958064516128,194.6321935483871,1.154516129032258,1.17,0.0,100.13116397096775,121.79548387096774,99.73995161290323,62659.709677419356,13309.054838709677,0.7875256538391113,0.3151293694972992,52.720001220703125,1922.0,48.5099983215332,0.1497521549463272,67.79000091552734,1.1715501546859741,1.2865046262741089,1285.699951171875,98.67250061035156,140.5,66.125,2.940500020980835,1.6203999519348145,109.3280029296875,128.0500030517578,414.5,366.29998779296875,106.375,0.05651406571269035,2.8929998874664307,5801.25,929.5,979.5999755859375,1.6239999532699585,13.40999984741211,16.979999542236328,7.033946990966797,23.460187911987305,21679.0,13.2847900390625,155.84375,352.0,118.5390625,33.61000061035156,297.20001220703125,126.75,254.75,1214.5,937.5,108.234375,416.0,2425.550048828125,0.9879999756813049,1357.7900390625
2017-08-25,87.68588256835938,132.6156463623047,126.18981170654297,73.80453491210938,57.24823760986328,137.7788543701172,118.55561828613281,141.4412078857422,113.66311645507812,71.4351577758789,106.89895629882812,28.220069885253906,227.41978454589844,55.580081939697266,44.41864013671875,1391.0370870967743,394.18064516129033,215.33870967741933,12.63,4.32258064516129,11.28,2098.6182419354836,34.32258064516129,95.48387096774194,9.91139652173913,47.65,246.15229032258065,194.73809677419354,1.1522580645161289,1.14,0.0,100.15064203548387,121.86774193548386,99.76142580645161,63078.354838709674,13337.077419354839,0.7900142073631287,0.3178134262561798,52.40999984741211,1962.0,47.869998931884766,0.1501208394765854,68.61000061035156,1.1802195310592651,1.280393362045288,1292.5,98.66999816894531,141.375,63.07500076293945,3.0329999923706055,1.6223000288009644,109.51399993896484,130.1999969482422,404.5,372.0,105.94999694824219,0.05681973323225975,2.8919999599456787,5825.0,933.4500122070312,976.2999877929688,1.666599988937378,14.029999732971191,17.038000106811523,7.013572692871094,23.24700164794922,21809.0,13.196260452270508,156.53125,338.75,118.5703125,34.61000061035156,296.3999938964844,126.875,241.25,1239.5,939.0,108.21875,409.5,2443.050048828125,0.9950000047683716,1377.449951171875
2017-09-01,88.1441879272461,134.8786163330078,126.92957305908203,74.60608673095703,57.22993087768555,142.30772399902344,120.87895965576172,144.65769958496094,116.17845916748047,71.86979675292969,106.33404541015625,28.69195556640625,230.46990966796875,57.03045654296875,45.327796936035156,1393.0112,398.2,215.7,12.73,4.3,10.13,2102.8772,34.3,95.1,9.911763260869565,47.32,246.435,194.844,1.15,1.14,0.0,100.1701201,121.94,99.7829,63497.0,13365.1,0.7939658164978027,0.31786397099494934,52.31999969482422,1987.0,47.290000915527344,0.15174967050552368,72.55000305175781,1.1910432577133179,1.2941633462905884,1324.5,98.67749786376953,142.72500610351562,61.45000076293945,3.0980000495910645,1.7467999458312988,110.12899780273438,127.75,412.5,386.79998779296875,105.1500015258789,0.05615116283297539,3.069999933242798,5988.25,981.1500244140625,1007.2999877929688,1.7479000091552734,13.75,17.7189998626709,7.467506408691406,23.33421516418457,21980.0,12.985899925231934,156.46875,340.0,118.65625,35.310001373291016,293.20001220703125,126.953125,223.5,1266.5,942.0,108.234375,420.5,2476.550048828125,0.9850000143051147,1413.5699462890625
2017-09-08,83.60790252685547,133.51510620117188,127.04683685302734,75.35594177246094,55.59165954589844,144.16261291503906,120.28875732421875,143.1739044189453,115.4173583984375,72.38116455078125,107.31380462646484,28.48395538330078,229.2982177734375,56.49413299560547,44.88584899902344,1396.5531766666666,398.29333333333335,214.72,13.77,4.276666666666666,12.12,2105.0663566666667,34.32333333333333,96.40666666666667,9.91213,47.44,246.47956666666667,194.90536666666665,1.15,1.02,0.0,100.19161906000001,122.00533333333333,100.07624666666666,63609.7,13372.03,0.8058017492294312,0.32283058762550354,53.779998779296875,1972.0,47.47999954223633,0.15421152114868164,75.58999633789062,1.2029062509536743,1.3104785680770874,1346.0,98.69750213623047,147.875,62.150001525878906,3.0215001106262207,1.7656999826431274,108.2699966430664,129.39999389648438,415.5,399.5,107.32499694824219,0.05647311732172966,2.890000104904175,5916.25,936.9500122070312,1011.0999755859375,1.6476000547409058,14.09000015258789,18.027000427246094,7.129296779632568,22.965984344482422,21812.0,12.798419952392578,158.5625,344.25,119.09375,34.59000015258789,300.8999938964844,127.75,233.25,1245.5,956.5,108.40625,413.75,2461.429931640625,1.0199999809265137,1399.4300537109375
2017-09-15,85.18858337402344,135.2573699951172,128.20155334472656,78.27778625488281,57.4221305847168,144.83114624023438,122.79945373535156,145.32781982421875,117.84915161132812,72.7305679321289,107.0136947631836,28.915103912353516,232.87527465820312,57.88768005371094,45.73407745361328,1400.0951533333332,398.38666666666666,213.73999999999998,12.06,4.253333333333333,10.17,2107.2555133333335,34.346666666666664,97.71333333333334,9.912496739130434,49.9,246.52413333333334,194.96673333333334,1.15,1.15,0.0,100.21311802000001,122.07066666666667,100.36959333333333,63722.4,13378.96,0.8001792430877686,0.32070812582969666,55.619998931884766,2009.0,49.88999938964844,0.15255995094776154,70.12999725341797,1.1921650171279907,1.3399077653884888,1320.4000244140625,98.67250061035156,150.22500610351562,60.974998474121094,2.927999973297119,1.798799991607666,109.91899871826172,140.0,446.0,395.20001220703125,107.75,0.05664095655083656,3.0239999294281006,5974.0,927.4000244140625,971.0,1.6617000102996826,14.550000190734863,17.611000061035156,7.867653846740723,23.101648330688477,22283.150390625,13.116499900817871,156.3125,354.75,118.3984375,34.560001373291016,308.0,126.59375,236.0,1280.5,968.75,108.1875,449.0,2500.22998046875,1.0099999904632568,1431.7099609375
2017-09-22,87.2556381225586,135.1248016357422,125.3598403930664,79.90677642822266,58.996337890625,143.31521606445312,125.4132308959961,144.5524139404297,119.14859771728516,71.02435302734375,104.19800567626953,29.016414642333984,233.10891723632812,58.968353271484375,46.08549499511719,1403.63713,398.48,212.76,12.37,4.23,9.59,2109.44467,34.37,99.02,9.912863478260869,50.33,246.5687,195.0281,1.15,1.23,0.0,100.23461698,122.136,100.66293999999999,63835.1,13385.89,0.7930591702461243,0.31903013586997986,56.86000061035156,1983.0,50.65999984741211,0.15174506604671478,69.08999633789062,1.194557547569275,1.3579760789871216,1293.300048828125,98.63500213623047,153.39999389648438,55.70000076293945,2.924499988555908,1.8163000345230103,112.4520034790039,134.4499969482422,450.25,393.1000061035156,111.57499694824219,0.05637890845537186,2.9590001106262207,5935.75,920.5,931.7999877929688,1.6684000492095947,13.979999542236328,16.902999877929688,7.9344801902771,23.188859939575195,22299.0,13.283980369567871,154.09375,353.5,118.0703125,33.9900016784668,315.0,125.734375,248.0,1236.5,984.25,108.09375,449.5,2502.219970703125,1.003000020980835,1450.780029296875
2017-09-29,87.07648468017578,136.2334747314453,125.68999481201172,81.60836791992188,60.10476303100586,143.870361328125,126.33076477050781,145.90927124023438,119.86133575439453,71.54096984863281,103.918701171875,29.286054611206055,234.78172302246094,60.853641510009766,46.683841705322266,1407.1791066666667,398.5733333333334,211.78,11.77,4.206666666666667,9.51,2111.6338266666667,34.39333333333333,100.32666666666667,9.913230217391304,51.67,246.61326666666668,195.08946666666665,1.15,1.27,0.0,100.25611594,122.20133333333334,100.95628666666666,63947.8,13392.82,0.7846275568008423,0.3143764138221741,57.540000915527344,2043.0,51.66999816894531,0.1500375121831894,69.08000183105469,1.178175449371338,1.343021035194397,1281.5,98.6500015258789,152.22500610351562,55.400001525878906,2.9375,1.8116999864578247,112.46700286865234,128.0500030517578,442.75,402.20001220703125,109.0999984741211,0.05516815185546875,3.006999969482422,5982.5,937.9500122070312,910.2999877929688,1.6065000295639038,13.539999961853027,16.60700035095215,8.27920913696289,23.43111801147461,22346.0,13.510100364685059,152.8125,355.25,117.9765625,32.56999969482422,311.5,125.3125,251.25,1199.5,968.25,108.0703125,448.25,2519.360107421875,1.027999997138977,1490.8599853515625
