,^GSPC,ES=F,YM=F,NQ=F,PA=F,LBS=F,UUP,MGC=F,GC=F,JPY=X,ZO=F,HG=F,CT=F,ZB=F,ZL=F,NG=F,^IRX,KC=F,KE=F,ZN=F,ZC=F,ZS=F,HE=F,ZR=F,SI=F,ZM=F,CC=F,ZF=F,HO=F,RB=F,SB=F,LE=F,GF=F,CL=F,BZ=F,ZT=F,EURUSD=X,PL=F,GBPUSD=X,AUDUSD=X,BRLUSD=X
CT=F,0.4301024761132503,0.4302872089320728,0.390793132128111,0.4325375367760065,0.3084103052718534,0.5467051040604025,0.0314866685238593,0.19098305495332868,0.4598253826260393,0.050583907522913765,0.8090016110186278,0.762929850030129,1.0,-0.3643923228033629,0.7993470552157638,0.7602533708095808,-0.015493736727033061,0.6358025594914739,0.7309800285241755,-0.2996636056771104,0.6247358663613285,0.6461169561148574,0.4705973342232144,0.4951873507980355,0.3861835587424399,0.4644756864357293,-0.19451069404302485,-0.2178839852006636,0.6702061485370895,0.6668826280123201,0.4470355299031135,0.13072194787357652,-0.06598076356886298,0.6360931338503844,0.5717282789025203,-0.21535664805570828,0.13147892622693427,0.16140410202041416,-0.02047773435745117,0.1302877177259953,-0.037412018411948585
ZB=F,0.4091552837731375,0.40740723508145027,0.38185551014705676,0.4536134649628663,0.4601659912678739,0.19417830938143857,0.576584657980936,0.3946909289546529,0.3468243593486768,0.1577868263632132,-0.19862183835452615,-0.2386838328954426,-0.3643923228033629,1.0,-0.20451362543978419,-0.4822805698656549,-0.12254946613064038,-0.23511396804029008,-0.4181573638640404,0.6989900301307906,-0.2805301468947743,-0.3662734075238538,-0.48804136492613676,-0.2967394402981956,-0.06813302814632534,-0.4560449667073094,0.03927099793816058,0.44662722241194147,-0.7419193311441218,-0.701471757286537,-0.21633453103917957,-0.46258533425927967,-0.34608644602320965,-0.7469688000786325,-0.7488594589323669,0.21907488914234624,-0.5603446971299765,-0.5014526805485146,-0.5374890320568966,-0.5516382143071517,-0.617417220011189
ZL=F,0.330155946134133,0.32982232074156986,0.261941610430765,0.37862640764389005,0.36400267892429167,0.5618676975490808,-0.07950569954943165,0.31384080326594804,0.6740705375104991,-0.18201317061241726,0.8010568193154932,0.8782759856456065,0.7993470552157638,-0.20451362543978419,1.0,0.634741977794258,-0.3452118482464632,0.7115493557354298,0.8451367177508481,0.09911503245204668,0.8816618184769283,0.871815235030231,0.5952053799241082,0.6161893811272926,0.7027233634517007,0.5955176679771469,-0.14728682666503157,0.2123183208389679,0.6809905140901842,0.7131575844576893,0.646663561485678,0.15417003397480306,-0.05238301926524184,0.6483408209560687,0.6133929852300467,0.1764656892009033,0.2303291561273331,0.4191600105472752,0.16159931516961223,0.34644117207078334,0.09727658210044596
NG=F,0.24776510183975423,0.24882904131422315,0.20107520669944662,0.22658819105739458,0.11982641221255011,0.2796367661028705,-0.06867600792075822,0.23567023574403662,0.20373236629434593,0.19518451569365958,0.7384050463123943,0.5612949292807843,0.7602533708095808,-0.4822805698656549,0.634741977794258,1.0,-0.08087340816080792,0.6052961412482079,0.7182038367982765,-0.3862014083837625,0.471867099003519,0.586098002967558,0.5578733656073162,0.4422626950713495,0.18632759436953478,0.4964009759437053,0.01182446239990027,-0.2640795239231476,0.6872179604957972,0.649515084124147,0.3507418262363396,0.383330982437178,0.24935034708314358,0.6331524539798723,0.5645714913192851,-0.15572680209920228,0.1861830270019178,0.206664644989685,0.13649020601387696,0.16140780455699116,0.06193042502631108
^IRX,0.22073402588509508,0.22432237516279158,0.34591048650257533,0.1311649206967837,0.09745434406929925,-0.03737092413702782,0.4092426842939782,-0.05152625537918003,-0.2365018073121865,0.27263698296883265,-0.19504211469659463,-0.23390322192551022,-0.015493736727033061,-0.12254946613064038,-0.3452118482464632,-0.08087340816080792,1.0,-0.42235241423459735,-0.34623373311146105,-0.5803258571610279,-0.3105670892067785,-0.45138421864819145,-0.3169639076723062,-0.3588900438356358,-0.4823891982423671,-0.37523585222560696,-0.38573795315204473,-0.7657261381602766,-0.10682083643773566,-0.1883661883018594,-0.4780677810150087,-0.3332315107874655,-0.30198003645970467,-0.19509931669973188,-0.17840949356234054,-0.9059199178407445,-0.376449783676974,-0.578435705162803,-0.5805615326736938,-0.45030694084364825,-0.32126258997152146
KC=F,0.12659028337222025,0.12642101439091077,0.038585594855802624,0.1560758863808307,0.057887751551646785,0.28558539692836266,-0.16094793899367058,-0.011778405452015453,0.38254196990538125,-0.11976763115032424,0.6851652754211581,0.607722682905949,0.6358025594914739,-0.23511396804029008,0.7115493557354298,0.6052961412482079,-0.42235241423459735,1.0,0.675533141142356,-0.01340649621604731,0.5735043869923834,0.5971683684241673,0.5366253158352551,0.39679039807681377,0.47886274332741213,0.4163643298841034,0.10191141029841969,0.09636543238049436,0.5750000252696975,0.5854437068346945,0.6926497877430617,0.44360473433492775,0.31080381180511196,0.5689481666536103,0.5181270497671592,0.1931856694877831,0.19981910242777884,0.3994587431329626,0.2869579219559632,0.3466999534013784,0.23600877149946178
KE=F,0.08275450397528836,0.08273710591800179,0.014004165258036267,0.12827807458372006,0.12892041377322136,0.3324006306669816,-0.2632217205102401,0.28330233867511095,0.5134122793226663,-0.2305818643477032,0.8014325527937973,0.7465348411081744,0.7309800285241755,-0.4181573638640404,0.8451367177508481,0.7182038367982765,-0.34623373311146105,0.675533141142356,1.0,-0.019732183118819097,0.8632694354645346,0.8737757442906171,0.6227406196693911,0.7461035513084119,0.6242842636615403,0.7588496649430413,0.010242073002120822,0.1323726460403431,0.8231677701209633,0.8172807745719318,0.535164073176567,0.34886053592078475,0.15669436493196962,0.777201725130687,0.7659692578566649,0.16088946391113793,0.39993627022940037,0.5481256079299249,0.3950409350699522,0.5000495150450114,0.2991965040646356
ZN=F,0.050458024236548306,0.04766685146749017,-0.010376314585942705,0.16548463939921945,0.31468177827287747,0.09553587583900464,0.013915712636804781,0.32876698556598477,0.5681797794804815,-0.4121322130740208,-0.019360685630239707,0.0768848785089155,-0.2996636056771104,0.6989900301307906,0.09911503245204668,-0.3862014083837625,-0.5803258571610279,-0.01340649621604731,-0.019732183118819097,1.0,0.1643187611821189,0.11800642535393781,-0.12007477326936937,0.19404701480459707,0.4888527601436206,0.0097492601351548,0.05169953577890097,0.9349619505179122,-0.30661370851873454,-0.2465659470170337,0.17565097257977869,-0.2900430798012115,-0.24150659459500137,-0.2523375143934368,-0.21505592643229832,0.7601906349093598,0.0708838729228814,0.19296841749747892,0.03901893489563208,0.11280909801704687,-0.04340128293292954
ZC=F,0.04255108203841869,0.04235278528378671,-0.006257973083357505,0.10670104854239698,0.1555071469393445,0.3483564012553941,-0.2500140590170849,0.2360097316736817,0.6115709240842508,-0.42753011440938343,0.6613314466324479,0.7559915862063352,0.6247358663613285,-0.2805301468947743,0.8816618184769283,0.471867099003519,-0.3105670892067785,0.5735043869923834,0.8632694354645346,0.1643187611821189,1.0,0.8939721131319309,0.545347629330871,0.6765894427090764,0.7895500040897592,0.70055583945488,-0.19246987507324922,0.29491005013981886,0.7280861176883264,0.7551153564155461,0.6219460307890742,0.1152933093399853,-0.10995517685334151,0.6861443068751796,0.7062996026781097,0.22614627932969977,0.3598686887253804,0.5848589149821672,0.31020003150088177,0.5639314483876495,0.3391617003211891
ZS=F,0.032533260407165684,0.03218389069173812,-0.03193569078594394,0.08761180778901378,0.1360622682971044,0.3808955380291616,-0.3960517082401473,0.2995000621512096,0.52945736398466,-0.38515494431609104,0.6814251091901841,0.7653467221793041,0.6461169561148574,-0.3662734075238538,0.871815235030231,0.586098002967558,-0.45138421864819145,0.5971683684241673,0.8737757442906171,0.11800642535393781,0.8939721131319309,1.0,0.6985367215033483,0.7235966941871911,0.7343628077861183,0.8896069546294378,-0.04504347218556483,0.3104860982057515,0.7613758999919886,0.8052423071813526,0.6467221609023586,0.2163120445268359,0.00489746501187059,0.7656851152273292,0.75331017265799,0.33465768959441966,0.5140309509654664,0.6667352382760384,0.4363138468412654,0.5963369202681389,0.36601469054060387
HE=F,0.0019667087316931294,0.0023546628066199826,-0.044814960318838054,0.009435584031242058,0.06491004472124708,0.24090642098313914,-0.4131332313127314,0.06752333747463768,0.19722084509389762,-0.15407532534640908,0.51074302520316,0.5619925696385493,0.4705973342232144,-0.48804136492613676,0.5952053799241082,0.5578733656073162,-0.3169639076723062,0.5366253158352551,0.6227406196693911,-0.12007477326936937,0.545347629330871,0.6985367215033483,1.0,0.5170469342165556,0.3804472492532268,0.6447037163744072,0.15300486369827238,0.08513002049053457,0.6564624013666464,0.7212498696343885,0.386780090513866,0.46029767820711665,0.36680181891301056,0.7122626137260265,0.6591066329201312,0.2358673410221447,0.5245491808784329,0.5538790402223505,0.5167266212044193,0.4544538632358761,0.3354870438674885
ZR=F,-0.015513823313192291,-0.015115243791571413,-0.06016231362537155,0.05240193830533499,0.16788573841789844,0.20560614524287943,-0.335668809002455,0.24972991038913298,0.5316311479971475,-0.39341773664354546,0.6288969594767613,0.588607016588042,0.4951873507980355,-0.2967394402981956,0.6161893811272926,0.4422626950713495,-0.3588900438356358,0.39679039807681377,0.7461035513084119,0.19404701480459707,0.6765894427090764,0.7235966941871911,0.5170469342165556,1.0,0.5709657433238604,0.6556031083355291,-0.0672670593608312,0.3316529066146636,0.6747525514190974,0.6720893717818233,0.3450311262088115,0.05510689179556862,-0.03226798356989475,0.6786779487398567,0.6812020809112915,0.31372960928963256,0.5621314988652302,0.5456517862379043,0.3968065866559154,0.49374704515348555,0.328165594200861
SI=F,-0.05663880274882656,-0.05779351721695988,-0.10868799065361828,0.04969856988319704,0.16049854915145761,0.27620207374441946,-0.41502525944155955,0.15214619902200804,0.7311558683439503,-0.7086769042110712,0.42089348630593526,0.6939369149534932,0.3861835587424399,-0.06813302814632534,0.7027233634517007,0.18632759436953478,-0.4823891982423671,0.47886274332741213,0.6242842636615403,0.4888527601436206,0.7895500040897592,0.7343628077861183,0.3804472492532268,0.5709657433238604,1.0,0.547309951802204,-0.19590222556143752,0.6131095575360377,0.5330830922878353,0.5714295500558313,0.6842205627473059,-0.03787261318945261,-0.17999067681840047,0.5608176073975965,0.6035546321985252,0.5159911817272193,0.5301327372262761,0.7119409658615472,0.37087698371971767,0.6768986484920488,0.42826463268406667
ZM=F,-0.11130320566589422,-0.11130553687818359,-0.1589029587531056,-0.07350060939665318,-0.019362826011656314,0.2523279999393457,-0.5155537786946376,0.28939412578982204,0.30515866169044453,-0.3734036302451861,0.5252876635882634,0.5631860433012754,0.4644756864357293,-0.4560449667073094,0.5955176679771469,0.4964009759437053,-0.37523585222560696,0.4163643298841034,0.7588496649430413,0.0097492601351548,0.70055583945488,0.8896069546294378,0.6447037163744072,0.6556031083355291,0.547309951802204,1.0,0.08165540992277517,0.2091793845674751,0.7003442301487071,0.7254980873698595,0.4483046484096775,0.2709434552808653,0.11190400894454526,0.7216960565657072,0.7192294802470556,0.2851789054180523,0.6000426306256806,0.6519590816761169,0.5291067732961567,0.5977348159866038,0.42301937534996426
CC=F,-0.11546192348787289,-0.11671975433990067,-0.18300660604844915,-0.12521695012453618,-0.1481666330427853,-0.11414971759551508,-0.10721881114216489,-0.04302699898465518,-0.2503727949554638,0.23432438835976424,-0.05001818582467088,-0.23013373818024405,-0.19451069404302485,0.03927099793816058,-0.14728682666503157,0.01182446239990027,-0.38573795315204473,0.10191141029841969,0.010242073002120822,0.05169953577890097,-0.19246987507324922,-0.04504347218556483,0.15300486369827238,-0.0672670593608312,-0.19590222556143752,0.08165540992277517,1.0,0.10418578406015144,-0.0815083310555388,-0.052337310332597094,-0.06580447659479559,0.518906840179349,0.5998166412461432,-0.04207829261280103,-0.07888142400765286,0.2907036973950538,0.03199654234150979,0.09336645415487799,0.4476321331678082,-0.058112870707324245,-0.021471957075101415
ZF=F,-0.12561064502278915,-0.1286816465146642,-0.20296113600058874,-0.002866058743620723,0.149491074160413,0.04268268182811329,-0.27024141281758957,0.2104345179705887,0.4947308465792667,-0.5373713959116132,0.036670014998105564,0.18550862218978886,-0.2178839852006636,0.44662722241194147,0.2123183208389679,-0.2640795239231476,-0.7657261381602766,0.09636543238049436,0.1323726460403431,0.9349619505179122,0.29491005013981886,0.3104860982057515,0.08513002049053457,0.3316529066146636,0.6131095575360377,0.2091793845674751,0.10418578406015144,1.0,-0.10516982165979656,-0.027576941025230277,0.3401152544803493,-0.1227570736506896,-0.11788932518846748,-0.016309060112350945,0.01952261009510992,0.9232888633167012,0.3350355870276312,0.4679858724061089,0.3212768272025744,0.37609747332498994,0.2053546386047447
HO=F,-0.15652139614217728,-0.15510496255538167,-0.17551005166659384,-0.1472271460536127,-0.11333439553496978,0.09705473570774341,-0.46932153639098334,-0.03923883077995051,0.2529298236571305,-0.34816321601735556,0.6236059075584697,0.6441455044782541,0.6702061485370895,-0.7419193311441218,0.6809905140901842,0.6872179604957972,-0.10682083643773566,0.5750000252696975,0.8231677701209633,-0.30661370851873454,0.7280861176883264,0.7613758999919886,0.6564624013666464,0.6747525514190974,0.5330830922878353,0.7003442301487071,-0.0815083310555388,-0.10516982165979656,1.0,0.9665574099071326,0.5175154359829959,0.36098932119588867,0.2069449145013695,0.9678456758078289,0.9672922680733144,-0.015417646330197704,0.5814072508270554,0.6604480691979225,0.493427050024639,0.6486682194155051,0.5593724850637402
RB=F,-0.16544247572237028,-0.16433772499140956,-0.1940332700994623,-0.14961712019458406,-0.12550070695311458,0.10741833342285668,-0.5054421621674094,-0.038983173854595696,0.2617040019804167,-0.37238910688412824,0.6030980024506145,0.6568549833059523,0.6668826280123201,-0.701471757286537,0.7131575844576893,0.649515084124147,-0.1883661883018594,0.5854437068346945,0.8172807745719318,-0.2465659470170337,0.7551153564155461,0.8052423071813526,0.7212498696343885,0.6720893717818233,0.5714295500558313,0.7254980873698595,-0.052337310332597094,-0.027576941025230277,0.9665574099071326,1.0,0.5505328623801793,0.3537475318156466,0.2075909665696212,0.9673610394242471,0.9613849554199908,0.0717411720428937,0.596381766618918,0.701328835694008,0.5328090659685403,0.683997289966738,0.5737087100307767
SB=F,-0.18743281374559212,-0.18799341053309152,-0.25611302705491235,-0.13268907126221025,-0.15537939166512058,0.05298234598924694,-0.3891869614080253,-0.15809303175942788,0.3339826092335248,-0.5230982438862277,0.3669130855532924,0.46397546547759805,0.4470355299031135,-0.21633453103917957,0.646663561485678,0.3507418262363396,-0.4780677810150087,0.6926497877430617,0.535164073176567,0.17565097257977869,0.6219460307890742,0.6467221609023586,0.386780090513866,0.3450311262088115,0.6842205627473059,0.4483046484096775,-0.06580447659479559,0.3401152544803493,0.5175154359829959,0.5505328623801793,1.0,0.10613686305546993,-0.1034552821831541,0.5517592470155125,0.5475320578802705,0.3792581451372035,0.3438471750133434,0.6099644737316573,0.31771471586811534,0.6007775324122999,0.4957619700473522
LE=F,-0.1909020927210408,-0.19121554879231553,-0.2488227929561891,-0.22197392188112125,-0.2717714130404214,-0.07659308169933475,-0.30617503950025987,-0.17883863389057517,-0.27357751021262455,0.22689151332427604,0.26291522040375015,0.1474906912271806,0.13072194787357652,-0.46258533425927967,0.15417003397480306,0.383330982437178,-0.3332315107874655,0.44360473433492775,0.34886053592078475,-0.2900430798012115,0.1152933093399853,0.2163120445268359,0.46029767820711665,0.05510689179556862,-0.03787261318945261,0.2709434552808653,0.518906840179349,-0.1227570736506896,0.36098932119588867,0.3537475318156466,0.10613686305546993,1.0,0.8736255986895886,0.3569880298528959,0.3274149138923136,0.15613090083761028,0.22671953612606985,0.3698952612893164,0.6160861753477991,0.2658431029200661,0.3007991488752407
GF=F,-0.19311914687794363,-0.19317163671482482,-0.24334088958196873,-0.22202355054639833,-0.27033129541070317,-0.17452149672881614,-0.2601339541415899,-0.21301601769768305,-0.34990816227062166,0.28901704079717433,0.08993912992240889,-0.007248600059884498,-0.06598076356886298,-0.34608644602320965,-0.05238301926524184,0.24935034708314358,-0.30198003645970467,0.31080381180511196,0.15669436493196962,-0.24150659459500137,-0.10995517685334151,0.00489746501187059,0.36680181891301056,-0.03226798356989475,-0.17999067681840047,0.11190400894454526,0.5998166412461432,-0.11788932518846748,0.2069449145013695,0.2075909665696212,-0.1034552821831541,0.8736255986895886,1.0,0.21795228136682115,0.1850002698941395,0.16401346667312464,0.18436654015061246,0.2431377517714188,0.5787692360150698,0.1504881161470928,0.2176489721621793
CL=F,-0.19442119984499737,-0.19345015084202122,-0.21891157570969325,-0.1769019575464104,-0.13847054898750535,0.08542446766784477,-0.5795918894843141,-0.08432935803221225,0.2305648005140206,-0.4265418505826273,0.5836052642992006,0.6407063738422344,0.6360931338503844,-0.7469688000786325,0.6483408209560687,0.6331524539798723,-0.19509931669973188,0.5689481666536103,0.777201725130687,-0.2523375143934368,0.6861443068751796,0.7656851152273292,0.7122626137260265,0.6786779487398567,0.5608176073975965,0.7216960565657072,-0.04207829261280103,-0.016309060112350945,0.9678456758078289,0.9673610394242471,0.5517592470155125,0.3569880298528959,0.21795228136682115,1.0,0.9843892730599089,0.10254233430849914,0.6933415267197487,0.7316055473173535,0.5763556633317342,0.7116657816468419,0.6131316965097793
BZ=F,-0.2725328412463304,-0.271597918539518,-0.2896990796529721,-0.2481411807439,-0.18852714080581234,0.0208073760153301,-0.6212248458807073,-0.10889169694533385,0.22887355018987252,-0.513439507462505,0.5309595419283071,0.616196858275085,0.5717282789025203,-0.7488594589323669,0.6133929852300467,0.5645714913192851,-0.17840949356234054,0.5181270497671592,0.7659692578566649,-0.21505592643229832,0.7062996026781097,0.75331017265799,0.6591066329201312,0.6812020809112915,0.6035546321985252,0.7192294802470556,-0.07888142400765286,0.01952261009510992,0.9672922680733144,0.9613849554199908,0.5475320578802705,0.3274149138923136,0.1850002698941395,0.9843892730599089,1.0,0.11818849015970627,0.7221930053138756,0.7746004296153868,0.6067033458044214,0.7736125245888877,0.6793685204669996
