,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
FICO,2022-08-04 00:00:00,0.5422873939474915,-0.4577126060525085,126895.25018371301,-107104.74981628699,19790.500367426022,1223846.673124219,3335900.0,0.3668715108738928,0.11903133046984474,3.082142402557078,1223846.673124219,3335900.0,0.3668715108738928,0.05951566523492237,6.164284805114156,531.030029296875,531.030029296875,531.030029296875,-1.5384410886739792,108.48001098632812,0.7021153906032059,475.3999938964844,366.8419353189933,418.4337339274089,470.02553253582454,424.26085021972654,43.49260934190435,0.8122331397995735,0.5657142857142857,6.757351455415025e-09,,2.9593729975850303,1.4796864987925151,-4.676427561714464,Technology,VGT,SP400,MDYG,Fair Isaac Corproation,,1.233,,,,-0.303,-0.382,551718016,0.40475,1488326400,error,26.144623,382441376,0.78575,984074000,0.89664,Software—Application,1488326400,0.02,1078963200,3:2,12352838656,456379008,0.38985002,0,2.27,,9.06232,0.27038,1.15,0.21806999,,0.032,50.961,25932000,5.02,,155062000,6.141,1999640960,1363099008,error,0,0,30.83204
ALRM,2022-08-04 00:00:00,0.9090930833253611,-0.09090691667463886,126909.3944322204,-12690.605567779585,114218.78886444082,1300120.053662805,3572400.0,0.36393462480763766,0.12020275993123908,3.027672784017798,1300120.053662805,3572400.0,0.36393462480763766,0.06010137996561954,6.055345568035596,94.44999694824219,94.44999694824219,94.44999694824219,-4.111780692082316,15.744998931884766,0.5779441049699359,72.87000274658203,57.50219822632118,64.63985310872395,71.77750799112674,70.51349998474122,8.854043875549213,0.9162659610066546,0.4854928045831859,6.721337336671726e-07,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
HUM,2022-08-04 00:00:00,0.4326609878649007,-0.5673390121350993,177910.19821004718,-233289.80178995282,-55379.60357990564,2866728.8963541673,18160800.0,0.1578525668667772,0.05225751819519128,3.020667117737381,2866728.8963541673,18160800.0,0.1578525668667772,0.02612875909759564,6.041334235474762,472.67999267578125,472.67999267578125,480.7900085449219,0.1731621941510227,78.76998901367188,1.0051162043498998,479.92999267578125,423.54884533824765,463.51044108072915,503.47203682321066,441.11924057006837,26.297849185080565,0.5745406342903104,0.5918367346938775,1.323467604943758e-09,,1.4500674738819292,0.7250337369409646,-5.819288273875482,Healthcare,VHT,SP500,SPY,Humana Inc.,0.776738,1.526,85.248,3.15,0.0064999997,0.204,0.184,4871000064,0.05382,1656460800,error,17.222944,4852874752,0.1882,14994000000,0.96642995,Healthcare Plans,1656460800,0.788,681004800,3:2,60419411968,4000000000,0.049990002,0.121400006,1.38,3.900522,0.6675293,0.03472,1.209,0.06663,0.20723,0.146,709.078,126554000,1.52,,18190000128,143.733,13221999616,90511998976,error,2.975,0.0061988207,19.48653
CEVA,2022-08-04 00:00:00,0.7761177883931062,-0.22388221160689376,46256.62018822913,-13343.379811770868,32913.240376458256,584477.7267564037,2075100.0,0.28166243880121616,0.09341090868009269,3.015305629515226,584477.7267564037,2075100.0,0.28166243880121616,0.046705454340046346,6.030611259030452,51.20000076293945,51.20000076293945,51.20000076293945,-4.979507732186423,7.320001602172852,0.6462107030906392,39.04999923706055,31.740685269964427,34.99926668802897,38.257848106093505,39.01484998703003,4.495387482926536,0.5199496621451895,0.23029810004851187,0.0183256175976074,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
FIZZ,2022-08-04 00:00:00,0.6710519050941379,-0.3289480949058621,56905.20155198289,-27894.798448017104,29010.40310396579,524340.7186905252,2474500.0,0.21189764343929082,0.07231320303460301,2.9302760014363414,524340.7186905252,2474500.0,0.21189764343929082,0.036156601517301504,5.860552002872683,64.66999816894531,64.66999816894531,64.66999816894531,-2.71199951171875,11.25,0.25490372168257164,54.5,43.89878720532288,48.89446662902832,53.89014605273376,47.50296003341675,4.419044655114053,0.4958106055745918,0.36289361150662375,0.00020369709243962117,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
TBBK,2022-08-04 00:00:00,0.8172042790224534,-0.18279572097754662,203565.58590449314,-45534.414095506865,158031.17180898628,2163159.4476734726,8058300.0,0.2684386840491757,0.09223139701549243,2.910491359076835,2163159.4476734726,8058300.0,0.2684386840491757,0.04611569850774622,5.82098271815367,26.700000762939453,33.36000061035156,33.36000061035156,-2.3305791246867904,8.469999313354492,0.9403349645504497,24.559999465942383,16.600863538820647,20.6182666015625,24.635669664304352,25.726949977874757,4.3793881705752495,0.9380774068970779,0.48712746049087335,6.164897894160515e-07,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
CHS,2022-08-04 00:00:00,0.8846163016107942,-0.11538369838920587,2342198.5817748997,-305501.4182251004,2036697.1635497995,10054371.167399593,42342100.0,0.23745565683798378,0.08169386250975245,2.906652342575145,10054371.167399593,42342100.0,0.23745565683798378,0.04084693125487623,5.81330468515029,7.190000057220459,7.190000057220459,7.190000057220459,-3.666667481773199,1.169999599456787,0.9876129676510769,5.760000228881836,4.524842711148345,5.167199997901917,5.809557284655488,5.104099993705749,0.5561652631396575,0.2947722856728984,0.24692669909069215,0.011770914737937605,,1.7926309485634295,0.8963154742817148,-6.296057537481843,Consumer Cyclical,VCR,SP600,SLY,"Chico's FAS, Inc.",1.28097,1.099,239.47,,,,,169038000,0.08612,1584057600,error,6.9303794,90307376,0.38401002,663998000,0.83815,Apparel Retail,1584057600,0.09,1109116800,2:1,685157888,66828000,0.060890004,0,0.7,2.710396,0.34905726,0.045890003,0.259,0.062480003,0.43828,0.394,16.68,125143000,4.13,,104131000,0.832,605326976,1962881024,error,0,0,7.3986483
PRLB,2022-08-04 00:00:00,0.4607853036983847,-0.5392146963016152,69578.58085845609,-81421.4191415439,-11842.83828308781,683584.9728351219,2637200.0,0.2592086200648877,0.08938187083660452,2.900013365559743,683584.9728351219,2637200.0,0.2592086200648877,0.04469093541830226,5.800026731119486,82.9800033569336,82.9800033569336,82.9800033569336,-10.359689437748427,8.979999542236328,0.3601014556296059,51.970001220703125,44.45596425377446,47.64633346557617,50.83670267737788,51.289349975585935,6.2179593474928625,0.21813323038289317,0.2204981808975114,0.023908862048871812,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
BCOR,2022-08-04 00:00:00,0.9090888073288443,-0.09091119267115567,381635.48131664883,-38164.518683351154,343470.96263329766,1733613.2066611592,5146300.0,0.3368659438161707,0.11725730542562925,2.8728780914194623,1733613.2066611592,5146300.0,0.3368659438161707,0.05862865271281462,5.7457561828389245,18.829999923706055,21.399999618530273,21.399999618530273,0.35271312958216494,5.159999847412109,0.7239841881886724,21.149999618530273,15.91891551854862,18.21839995066325,20.517884382777883,18.01019995212555,1.3957768220944953,0.9150652579992338,0.6511440081619639,2.6062640194072903e-11,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
NDAQ,2022-08-04 00:00:00,0.8663960858445457,-0.13360391415545425,566363.1213165795,-87336.87868342044,479026.2426331591,5263638.49239818,17404200.0,0.3024349577916928,0.10578921784786502,2.8588448231711396,5263638.49239818,17404200.0,0.3024349577916928,0.05289460892393251,5.717689646342279,190.69000244140625,214.9600067138672,214.9600067138672,-1.855162595827854,38.94000244140625,1.0473103554555012,182.7899932861328,138.34096984260816,158.79820729573566,179.25544474886317,176.7818589782715,20.11913824369895,0.9240727282839081,0.6179591836734695,2.416940925194617e-10,,0.6516083283540954,0.3258041641770477,-4.869771344734941,Financial Services,VFH,SP500,SPY,"Nasdaq, Inc.",0.958519,0.94,105.725,0.8,0.0044,-0.104,-0.102,1920000000,0.32487,1663200000,error,21.67717,,0.59357,3420000000,0.7623,Financial Data & Stock Exchanges,1654732800,0.6,,,30021621760,,0.27733,0.32790002,2.91,5.120927,5.0798006,0.19254999,0.117,0.05049,0.1816,0.101,35.603,164678000,2.39,,615000000,3.748,6185999872,5910000128,error,2.22,0.012145085,26.92836
IT,2022-08-04 00:00:00,0.9586172423772066,-0.0413827576227934,403290.2738680908,-17409.726131909185,385880.54773618164,2713542.91076681,8366300.0,0.324342052133776,0.11427692589487362,2.838211210127816,2713542.91076681,8366300.0,0.324342052133776,0.05713846294743681,5.676422420255632,299.5,369.0,369.0,-2.130658622659664,74.00999450683594,0.8016774758579231,293.2699890136719,220.69213247591492,250.75800099690753,280.82386951790016,287.193850402832,30.454215864016064,0.9563584256747454,0.13306122448979593,0.17273386097614996,,2.9593729975850303,1.4796864987925151,-4.676427561714464,Technology,VGT,SP500,SPY,"Gartner, Inc.",1.476372,0.697,2747.542,,,0.13,0.051,1157395968,0.23656,932342400,error,41.436184,1109792000,0.69615,3289869000,0.93617,Information Technology Services,error,,828316800,2:1,24296689664,1322957056,0.20183,0,3.46,73.25564,4.965943,0.16391,0.553,0.08866,1.58847,0.144,58.635,82239000,3.25,,456175008,5.664,3246302976,4892663808,error,,,36.814957
MGPI,2022-08-04 00:00:00,0.9519232784603712,-0.048076721539628844,224653.8937166476,-11346.106283352407,213307.7874332952,414054.3891669641,2450700.0,0.16895351906270212,0.060068183465162996,2.812695662100187,414054.3891669641,2450700.0,0.16895351906270212,0.030034091732581498,5.625391324200374,76.68000030517578,104.0,104.63999938964844,1.8581816437956575,19.25,1.0970398230415594,107.02999877929688,89.44337172894865,98.66193354288737,107.88049535682609,86.46558813095093,10.401844884090961,0.6136476766432061,0.6114285714285714,3.7215973774287683e-10,,0.9494143495315577,0.47470717476577884,-2.677674223531965,Consumer Defensive,VDC,SP600,SLY,"MGP Ingredients, Inc.",1.058322,4.68,36.101,0.48,0.0046,0.87,1.427,148663008,0.20832,1652918400,error,21.35464,-76925752,0.30436,177681000,0.81293,Beverages—Wineries & Distilleries,1652918400,0.12,1089936000,2:1,2277058816,93503000,0.17833,0.0936,1.51,3.3487456,3.1908026,0.15878999,1.532,0.109110005,0.23542999,0.802,32.46,21985700,15.86,,27295000,1.241,245272000,713632000,error,0.48,0.004577095,20.189083
MOH,2022-08-04 00:00:00,0.2634641695836813,-0.7365358304163186,96717.6966541694,-270382.3033458306,-173664.60669166117,1935048.786467405,7492900.0,0.2582509824590486,0.09197166544580819,2.8079406979013117,1935048.786467405,7492900.0,0.2582509824590486,0.045985832722904095,5.6158813958026235,283.42999267578125,350.19000244140625,350.19000244140625,-0.17155919362234492,80.73001098632812,1.0205789659480498,323.32000732421875,249.37271273297986,288.6925329589844,328.0123531849889,303.80029945373536,20.096198930562565,0.8464759957023691,0.35183673469387755,0.00031184813352540144,,1.4500674738819292,0.7250337369409646,-5.819288273875482,Healthcare,VHT,SP500,SPY,Molina Healthcare Inc,0.799489,1.43,84.488,,,0.345,0.341,1312999936,0.04461,,error,16.686674,591000000,0.121929996,3280000000,1.02469,Healthcare Plans,,,1306108800,3:2,19060285440,1788999936,0.04087,0,1.15,6.7235055,0.6475381,0.02555,1.401,0.06509,0.28923,0.185,508.377,58100000,2.89,,7879000064,135.611,2391000064,29435000832,error,0,0,25.411308
DTE,2022-08-04 00:00:00,0.0485809950949504,-0.9514190049050496,38286.68223433041,-749813.3177656695,-711526.6355313391,3777787.597281029,16058800.0,0.2352471914016632,0.0851258076287485,2.76352375330905,3777787.597281029,16058800.0,0.2352471914016632,0.04256290381437425,5.5270475066181,123.77021026611328,140.22999572753906,140.22999572753906,-0.8964724571729801,19.220001220703125,0.7210945846607563,129.0,116.50396801785551,126.27613342285156,136.0482988278476,122.96248527526855,7.819877042301251,0.009467229638937417,-0.14460789139857919,0.1386909506424984,,1.4862660745453846,0.7431330372726923,-1.0751414913262713,Utilities,VPU,SP500,SPY,DTE Energy Company,0.616006,0.594,223.546,3.54,0.0272,-0.793,-0.793,2601999872,0.14566,1663286400,error,20.5414,-1585124992,0.19112,3336000000,0.74626,Utilities—Regulated Electric,1655337600,0.885,1625097600,1175:1000,24991944704,2287000064,0.085710004,0.855,5.51,2.914859,1.39909,0.042659998,0.323,0.02104,0.074439995,0.63,92.554,193736000,2.35,,67000000,0.346,19178000384,17863000064,error,3.48,0.026683025,31.69533
FN,2022-08-04 00:00:00,0.8466255084321334,-0.15337449156786662,89572.97879211971,-16227.021207880289,73345.95758423943,1509592.1575488877,2839400.0,0.5316588566418566,0.19303300544348245,2.7542380921873977,1509592.1575488877,2839400.0,0.5316588566418566,0.09651650272174123,5.508476184374795,97.04000091552734,126.27999877929688,126.27999877929688,-2.4004271160104085,23.449996948242188,0.7606519846120512,97.7699966430664,74.43948889117667,84.97453348795572,95.50957808473478,100.50240009307862,12.854361408590924,0.9570352988525525,0.3110204081632653,0.0014375140223969326,,2.9593729975850303,1.4796864987925151,-4.676427561714464,Technology,VGT,SP600,SLY,Fabrinet,0.938697,2.925,2.841,,,0.35,0.351,229422000,0.10505,,error,15.322275,28087876,0.12122,221363000,1.01727,Electronic Components,error,,,,3590424320,147246000,0.08748,0,1.68,3.132853,1.6440296,0.085439995,1.939,0.07276,0.16211,0.177,59.147,37018500,2.77,,514992000,14,34912000,2183917056,error,,,22.724928
CR,2022-08-04 00:00:00,0.9744921195324269,-0.025507880467573112,247813.34599709616,-6486.654002903842,241326.6919941923,1055766.0902422476,3568800.0,0.2958322377948463,0.10775867881879976,2.7453216858040665,1055766.0902422476,3568800.0,0.2958322377948463,0.05387933940939988,5.490643371608133,99.93000030517578,114.87000274658203,114.87000274658203,-1.510546432236403,18.48999786376953,0.6124437897355893,100.58000183105469,82.9382075146661,91.60306177775064,100.26791604083517,98.67345302581788,6.130357488364164,0.7838865614631059,0.18872555318119658,0.053308012792913056,,1.8869261450642512,0.9434630725321256,-3.6235337908205465,Industrials,VIS,SP400,MDYG,"Crane Holdings, Co.",1.578969,2.045,50.999,1.88,0.019,1.111,1.028,561800000,0.1741,1661817600,error,13.766896,512100000,0.37852,1241000000,0.71748,Specialty Industrial Machinery,error,,905817600,3:2,5861551616,338600000,0.13746999,0.1846,1.41,3.2416368,1.8165214,0.17795,1.366,0.06199,0.29494,0.085,56.07,58727100,3.1,,650600000,11.597,962300032,3226800128,error,1.72,0.017100815,14.35289
CDNS,2022-08-04 00:00:00,0.9885050617015455,-0.01149493829845448,1580718.4441669413,-18381.55583305856,1562336.8883338827,8335053.3814781355,32539400.0,0.25615264514644204,0.09383674447248908,2.7297690961725607,8335053.3814781355,32539400.0,0.25615264514644204,0.04691837223624454,5.459538192345121,152.02999877929688,192.6999969482422,192.6999969482422,0.4041442718862074,47.779998779296875,1.05374005654173,185.5800018310547,134.4040220881855,158.20226664225262,182.00051119631974,160.96819984436036,15.003046119109339,0.8754061219189602,0.5151020408163265,1.3044106044939982e-07,,2.9593729975850303,1.4796864987925151,-4.676427561714464,Technology,VGT,SP500,SPY,"Cadence Design Systems, Inc.",1.091528,1.59,13.256,,,0.214,0.199,1134055936,0.34541,,error,52.401688,1002527104,0.89742,2681238000,0.89342004,Software—Application,error,,879724800,2:1,51700654080,1173288960,0.30332002,0,2.54,19.649252,15.746945,0.23608999,1.386,0.14673,0.30149,0.177,12.044,277140992,2.36,,1029544000,3.759,347999008,3283217920,error,,,75.22177
