,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,21dBOLD,90dSDev,90d_upper,90dSMA,90d_lower,21dBOLU,21dMA-TP,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf,hurst,risk_per_share,risk_trend_factor,sector_risk_trend_factor,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
UTHR,UTHR,-0.04617096013501985,-0.001349683416631442,0.8831548325135811,2022-08-25,187.3946013036039,35,-0.001349683416631442,0.8831548325135811,967.8884060457332,954.1153761302285,False,252.3914882189217,186.9277705548436,227.40542734306538,24.03011570524735,262.135865958137,214.0756345476423,166.0154031371476,245.5348899622421,236.47015865265374,226.1300048828125,2022-07-20,MDYG,236.05999755859375,218.3800048828125,212.6199951171875,SP400,Healthcare,VHT,0.8940076102596617,0.4292528387614019,36.36000061035156,0.3116066254030297,-2.713170497072555,1.2170843443617227,4.280229890532761,4.219322316933042
EQT,EQT,-0.04692777814524135,-0.0008579280996209304,0.9240738720672708,2022-09-15,34.78293730502644,56,-0.0008579280996209304,0.9240738720672708,27.752458869974017,26.37391447880325,False,51.41758223534288,30.033292723879555,31.61182059729847,4.940973074133263,50.13515040314353,40.253204254877,30.371258106610473,39.69008435352463,35.65095247541155,41.209999084472656,2022-07-20,MDYG,50.40999984741211,45.5,23.239999771118164,SP400,Energy,VDE,0.7616933037285721,0.47187908985798194,19.3799991607666,0.23116603864241256,-0.5136781234473806,1.1869561588299167,0.6734399293017881,0.639988232582625
NTUS,NTUS,-0.04737597507172699,-0.0005776303758674439,0.9482307978523941,2022-10-13,24.9744174079581,84,-0.0005776303758674439,0.9482307978523941,44.10294913618587,28.22517429605752,False,38.856902217859414,24.819224842345545,32.13861011668477,0.49761414070209425,33.69471247832443,32.699484196920245,31.704255915516057,33.282977448903814,32.71079378279429,32.959999084472656,2022-07-20,SLY,33.93000030517578,33.93000030517578,29.700000762939453,SP600,Healthcare,VHT,0.1304975480755366,0.42298922813413964,2.780000686645508,0.4748185446384649,-2.713170497072555,1.0586958148722088,1.3380749502800386,0.8563463313126821
ADC,ADC,-0.05387359867847099,-0.0013176811480857253,0.8857623388810527,2022-09-01,65.69865135537437,42,-0.0013176811480857253,0.8857623388810527,34.175198636171224,27.444536909041634,False,78.31450837397173,66.31137501663616,70.25656170284223,2.6854232846384267,75.53689174304297,70.16604517376612,64.79519860448927,76.08014672930993,73.16835421607608,76.19999694824219,2022-07-20,SLY,75.94999694824219,75.94999694824219,74.69999694824219,SP600,Real Estate,VNQ,0.7894785675865704,0.32068295833945837,10.779998779296875,0.18552877796619285,-4.390064847055466,1.3392173226193862,0.4484934383840496,0.360164540789719
PLAB,PLAB,-0.06308597493402197,-0.0007754581825629714,0.9311174746346957,2022-10-13,17.729981473259098,84,-0.0007754581825629714,0.9311174746346957,6.05787500561615,4.622667535631178,False,23.975419783533916,16.937176875334497,17.23143425739603,2.5994868298907976,23.44373561873642,18.244761958954825,13.04578829917323,21.26031170653316,19.245872981964595,21.559999465942383,2022-07-20,SLY,23.040000915527344,20.299999237060547,14.5600004196167,SP600,Technology,VGT,0.8317471554033697,0.323436826437897,8.420001029968262,0.8052252964686532,-5.111110020808427,1.7830165258815622,0.2809775118587352,0.2144094457392475
POST,POST,-0.06314415909691913,-0.0010347953461279369,0.9091451989745093,2022-09-22,72.16173485286885,63,-0.0010347953461279369,0.9091451989745093,88.58656602507997,78.08851692345486,False,86.62175835504772,71.22886609491516,77.29005548820842,3.252169693557168,86.167434498053,79.66309511093866,73.15875572382431,87.1245471244838,82.20730130634611,84.05999755859375,2022-07-20,MDYG,82.98999786376953,82.98999786376953,77.16622924804688,SP400,Consumer Defensive,VDC,0.49602507851557787,0.3732574984571201,11.510002136230469,0.784862382584568,-2.7093031611425995,0.585856645942273,1.0538492576487526,0.9289616844090854
CVBF,CVBF,-0.06328822613963044,-0.0007780263391878872,0.9308973341426218,2022-10-13,21.942851118332612,84,-0.0007780263391878872,0.9308973341426218,4.51602195581017,4.322393278904726,False,26.131304504089695,21.501005979550346,23.976846221341045,0.6105163078612204,25.34906140966291,24.12802879394047,22.90699617821803,25.251757989406574,24.61430210537381,25.270000457763672,2022-07-20,SLY,25.219999313354492,24.3700008392334,24.3700008392334,SP600,Financial Services,VFH,0.6424981595005917,0.3219471763851117,2.960000991821289,0.6249999194532098,-4.499999705656054,1.5015261715470405,0.17871079833806328,0.1710484052475259
AMN,AMN,-0.06825243703150892,-0.0008412335379364144,0.9254954560029658,2022-10-13,92.89568549588789,84,-0.0008412335379364144,0.9254954560029658,370.0755329464625,461.3148900355484,False,134.2410395821716,97.93810887052176,100.51666493993935,9.90160395988411,121.1592394587164,101.35603153894819,81.55282361917997,123.48365186158594,112.00015840076264,123.80999755859375,2022-07-20,SLY,129.1199951171875,129.1199951171875,100.04000091552734,SP600,Healthcare,VHT,0.8969682498279892,0.3921915195839083,37.06999969482422,0.35473433056744624,-2.713170497072555,1.5095626478451591,2.98906017481603,3.7259906237961813
ELF,ELF,-0.07187239188533982,0,1,2022-07-21,27.392240690220696,0,0,1,35.126130482297384,26.10427215236656,False,40.842440156895876,23.7895952161303,26.29667236770877,3.452962133765242,33.26687669026288,26.3609524227324,19.455028155201916,34.29008953075587,30.29338094923232,33.31999969482422,2022-07-20,SLY,33.630001068115234,33.630001068115234,31.290000915527344,SP600,Consumer Defensive,VDC,0.6802816648144243,0.4354103886286871,12.739997863769531,0.11067474640044028,-2.7093031611425995,1.0459524827384794,1.0542056063630074,0.7834415483629635
LNTH,LNTH,-0.07728050269481464,-0.0012758519779554334,0.8891820138438646,2022-09-22,59.48957804434551,63,-0.0012758519779554334,0.8891820138438646,77.0724165123787,112.5096808340089,False,93.04360637006076,51.34035913502615,59.01309381469676,4.178586650335623,72.933085882221,64.57591258154974,56.218739280878495,71.64754151283921,65.33031766376799,74.16000366210938,2022-07-20,SLY,73.77999877929688,69.73899841308594,28.736000061035156,SP600,Healthcare,VHT,0.9983017896706274,0.5370720985717196,15.904998779296875,3.1578131145968245,-2.713170497072555,1.8015852663824252,1.039272015998529,1.517120756177815
MTOR,MTOR,-0.07764391882604595,-0.0009617268250573519,0.9152834855169368,2022-10-13,28.55553564553306,84,-0.0009617268250573519,0.9152834855169368,38.82155080855461,26.42743287779994,False,43.29963104371626,25.66916944312721,36.08430772898464,0.14865771106055087,36.4016010861497,36.104285664028595,35.80697024190749,36.443628691758775,36.26396821037171,36.31999969482422,2022-07-20,SLY,36.29999923706055,36.279998779296875,32.93000030517578,SP600,error,error,0.3417831233228198,0.438615490901421,0.5600013732910156,6.160700540187056,error,1.4478873338322626,1.0688753065734986,0.7276275633219783
HRB,HRB,-0.09335842666919984,-0.001166082516039002,0.898218260374208,2022-10-13,30.066277749216873,84,-0.001166082516039002,0.898218260374208,17.09977650752268,15.184435229141206,False,39.86728059750285,29.566872780334712,33.537747875731135,4.059888535569422,41.02700328547203,32.907226214333186,24.787449143194344,38.54034769660425,36.03904778616769,37.70000076293945,2022-07-20,MDYG,36.83000183105469,34.959999084472656,26.229999542236328,SP400,Consumer Cyclical,VCR,0.9600625452184992,0.4605029607619026,5.709999084472656,2.6409814796752094,-6.808273965207177,0.647661426865942,0.45357496449529033,0.4027701570783014
MRTN,MRTN,-0.09850803912567824,-0.0018501462561162363,0.8433517822836815,2022-09-15,16.146880389171116,56,-0.0018501462561162363,0.8433517822836815,3.0311523495187753,1.454890657296805,False,20.070003593349263,16.164762669890045,15.36045437141891,0.765286066661117,18.933984763009832,17.403412629687598,15.872840496365363,18.84494231107815,17.10269834124853,19.979999542236328,2022-07-20,SLY,19.940000534057617,19.940000534057617,18.100000381469727,SP600,Industrials,VIS,0.33988172547898393,0.31604857116698437,4.379999160766602,0.44748802572395435,-4.433986391858244,1.305202981144588,0.15170933027856834,0.07281735188338055
PRDO,PRDO,-0.09854621396991582,0,1,2022-07-21,10.34104356074531,0,0,1,7.375411570666142,18.643889199881176,False,14.330993742214847,9.151773926898551,10.616875443516815,0.7109828983476901,12.491648360749597,11.069682564054217,9.647716767358837,12.805346724209734,11.711111083863274,12.869999885559082,2022-07-20,SLY,12.649999618530273,12.649999618530273,12.649999618530273,SP600,error,error,0.13703393624851218,0.4734425061481709,3.0299997329711914,0.21782206575946947,error,1.0640798766030308,0.5730700572065893,1.4486316523437384
MANT,MANT,-0.10419246817162521,0,1,2022-07-21,80.38961282080652,0,0,1,156.73958251395288,110.39118810495522,False,98.21542036060487,75.22830244506055,95.09041032014643,5.9719310020619565,103.3909032280435,91.44704122391958,79.50317921979567,95.91371536577246,95.50206284295945,95.8499984741211,2022-07-20,SLY,95.9800033569336,94.73999786376953,92.0,SP600,error,error,0.554709341549122,0.3688209616379299,1.7900009155273438,2.6983194029469053,error,1.3727493454682118,1.6352591028603052,1.1517077711249015
VIVO,VIVO,-0.11508180809689084,0,1,2022-07-21,23.715366809114624,0,0,1,51.370403184869595,71.67156779891273,False,37.4573852281971,22.03780439531414,28.99661885519891,2.836727053058726,33.82766033664433,28.154206230526878,22.480752124409427,34.267507998138456,31.632063426668683,32.099998474121094,2022-07-20,SLY,29.559999465942383,28.719999313354492,27.450000762939453,SP600,Healthcare,VHT,0.7631776839908815,0.4292968066768036,8.870000839233398,1.191656694481269,-2.713170497072555,2.803420703615157,1.6003241628277407,2.2327592275960417
TAP,TAP,-0.1174303690469241,0,1,2022-07-21,44.910248842859474,0,0,1,83.08217904718876,80.17483585761212,False,58.20073163327105,45.49012383644698,51.94359597723468,2.0732965236846446,58.37516285015307,54.22856980278378,50.081976755414495,59.74529293587452,55.8444444565546,57.88999938964844,2022-07-20,SPY,57.45000076293945,57.45000076293945,57.45000076293945,SP500,Consumer Defensive,VDC,0.13927482975946615,0.40515982183922256,9.920001983642578,0.13306407421122882,-2.7093031611425995,0.7860183529253457,1.4351732583027985,1.3849514027106473
USPH,USPH,-0.16266664052794963,0,1,2022-07-21,90.16083226589535,0,0,1,769.135498882554,608.0169748353131,False,122.7612456778721,86.86954920724769,103.51047109780347,6.141550393229824,121.44615747794728,109.16305669148763,96.87995590502797,124.89810041796105,114.20428575788226,124.02999877929688,2022-07-20,SLY,123.37999725341797,123.37999725341797,123.37999725341797,SP600,Healthcare,VHT,0.24453589505819157,0.457381034162218,23.099998474121094,0.08441578815779174,-2.713170497072555,0.8808609186097731,6.201205405566273,4.9021767380425345
CORT,CORT,-0.18369806380571915,-0.0032165771655808806,0.7434884444924973,2022-09-22,17.510873724754912,63,-0.0032165771655808806,0.7434884444924973,31.69333604293205,29.874808877833235,False,28.02793571136505,18.141273259785432,21.938586369408775,2.7354288848692643,27.799548260763938,22.32869049102541,16.85783272128688,29.071889758094635,25.505238063751705,27.690000534057617,2022-07-20,SLY,25.68000030517578,25.68000030517578,25.5,SP600,Healthcare,VHT,0.2846497873312946,0.37995916117958195,8.729999542236328,0.7113403570958835,-2.713170497072555,0.6918843477024371,1.1445769386660172,1.078902430539443
SLP,SLP,-0.1983879383371749,0,1,2022-07-21,38.518463590020055,0,0,1,348.5769444189251,604.2369471199996,False,59.60671578560597,40.53654177284159,43.7102061470376,4.421011340323249,56.90301486100151,48.06099218035501,39.21896949970851,60.129159130933935,51.91968263898577,61.099998474121094,2022-07-20,SLY,57.959999084472656,57.959999084472656,57.959999084472656,SP600,Healthcare,VHT,0.6448603687020139,0.43577415133938224,20.830001831054688,0.4522322295191248,-2.713170497072555,0.9264501879497354,5.705023782718503,9.88931198379529
HALO,HALO,-0.2041544123281118,0,1,2022-07-21,35.5248625383538,0,0,1,80.71419127235549,78.25009813743799,False,47.99480167302818,34.252976517093565,43.40595698524885,3.2097830159338083,51.08615324081227,44.666587208944655,38.24702117707704,51.69340788582164,47.549682435535246,50.529998779296875,2022-07-20,MDYG,48.58000183105469,46.619998931884766,46.619998931884766,SP400,Healthcare,VHT,0.9235292948556195,0.4459951665638419,10.799999237060547,0.9046293827077642,-2.713170497072555,1.2143420434789123,1.5973519339451412,1.5485869785830784
