,DGS10,DGS2,LE=F,NG=F,HO=F,CL=F,^IRX,DGS3MO,BZ=F,GF=F,RB=F,BRLUSD=X,GBPUSD=X,EURUSD=X,CT=F,HE=F,AUDUSD=X,ZM=F,JPY=X,PL=F,CC=F,KE=F,KC=F,ZS=F,SB=F,HG=F,ZO=F,^RUT,ZC=F,ZL=F,ZR=F,LBS=F,YM=F,SI=F,ES=F,^GSPC,UUP,NQ=F,MGC=F,PA=F,ZT=F,GC=F,ZF=F,ZB=F,ZN=F,trending
YM=F,-0.24264254345414735,0.35116244998773355,-0.36009635441517457,-0.07720627440113752,-0.35604571605354407,-0.341394322679474,0.42679782720388865,0.4260085533039913,-0.3822696562920846,-0.29863257071658134,-0.3208078656647163,-0.8060171499621045,-0.6653039587512263,-0.457728238178413,0.15312210268793275,-0.14332688937081026,-0.6745105342006432,-0.3400935276063601,0.46236779203066214,-0.6333496992707789,-0.25428081091695937,-0.3031012839519622,-0.24753372696965872,-0.221620060096977,-0.3752628332390137,0.2678607791289889,0.26565006759844695,0.9654010095329134,-0.16290452138729578,0.07953909891055634,-0.2198849964780625,0.7052799475143965,1.0,-0.18925885409051302,0.9882012158357961,0.9877390609993196,0.6881518548913443,0.9631818149168551,0.5275443542014262,0.871785140163271,-0.3708199086353651,0.39549670955170246,-0.17401354957117526,0.41395176302145686,0.03307124064819998,
SI=F,-0.3031262993749964,-0.5708152690441181,-0.08673327258931318,0.24890146840705055,0.6110937782633765,0.6132985712284313,-0.4531933697576511,-0.4560473270572723,0.6447092313607261,-0.1359699579517986,0.635887571022539,0.5359225316969578,0.3982188042446494,0.562807551831616,0.5036643901083818,0.38927547278877545,0.7161063167570816,0.4548444929259452,-0.7983384645347681,0.7085742468695935,-0.23056640232528686,0.6708658048331174,0.5575150066337058,0.7322858792502727,0.7618919170934448,0.7239404814668943,0.4466137775450898,-0.18022177976427517,0.8180787282015122,0.8104181255107585,0.5512873292424689,0.24454846831163649,-0.18925885409051302,1.0,-0.15035164525457445,-0.14999384876452815,-0.507668632930533,-0.03901763624727401,0.05022725682128745,0.054275289285782326,0.5639522512988567,0.7084142347035782,0.6549016820444403,-0.1284533467149725,0.47594129765090265,
ES=F,-0.30356684060107,0.23250199198045993,-0.30416596423223874,-0.042045639917042146,-0.3583051960428977,-0.3329341814516469,0.2951541509059392,0.2938139279319085,-0.38222772395726656,-0.23663329000719668,-0.3107862436823314,-0.8061249408392904,-0.604766255843855,-0.435324839196391,0.1747401736809714,-0.10073255707509672,-0.6550524440998744,-0.29979885284079966,0.4748979345535321,-0.59039297168132,-0.187077108097332,-0.24588216753756917,-0.1615155328381833,-0.167342827013209,-0.3218437474416998,0.30501309651332065,0.32328067160868323,0.9679737214436956,-0.1359898673637983,0.13950183880186778,-0.17946738449999575,0.7387507562333702,0.9882012158357961,-0.15035164525457445,1.0,0.9999699626820175,0.6575857241492552,0.9863459644824798,0.5543682365576897,0.871813829174205,-0.252507108074155,0.4270550437262017,-0.08060529039574188,0.44963207042906067,0.10330929550552938,
^GSPC,-0.3054514730616707,0.22980625800521925,-0.3050078475042746,-0.05273950003993884,-0.3641360365077707,-0.336458800964058,0.29005877239215844,0.29103286139728535,-0.386066935180569,-0.23730545856284682,-0.31614579811060406,-0.8060470791232136,-0.6029182332268203,-0.43349191206301196,0.17132502494359228,-0.10429858389746222,-0.6546903203488426,-0.3041181480584387,0.47292853260551415,-0.5894430845860683,-0.18531419097667728,-0.2495353888525169,-0.16416338757917046,-0.17066385937258885,-0.3223720120631477,0.3042445109064573,0.3221216906953641,0.9676965551787141,-0.1381300704013087,0.13653282291440907,-0.18267798072123487,0.7392210079591075,0.9877390609993196,-0.14999384876452815,0.9999699626820175,1.0,0.6572005892377816,0.9865521102799529,0.5543408872641573,0.8719475480736593,-0.246629043502553,0.42654135523013287,-0.07512285946538438,0.45303525773442394,0.10835768045510995,
UUP,-0.4020704605565029,0.43493153493346215,-0.48703664622898946,-0.6026110322447,-0.7923083632114869,-0.8151328147281472,0.4854498456419547,0.48821211343627235,-0.8102361811532761,-0.42800223444667324,-0.7929905247651194,-0.8755159823257066,-0.8849735287493223,-0.9092643375299514,-0.3813755521625185,-0.6388766351944929,-0.9033934259806551,-0.7186478095416055,0.5617601572541432,-0.8958994840374186,-0.2596368330222534,-0.6950813006622849,-0.5771513535545917,-0.6794395294678647,-0.6087324506586381,-0.35559347169488115,-0.25604627653112466,0.5607681964845546,-0.46226110127121733,-0.4170318097888141,-0.47726373224558727,0.22408027998704105,0.6881518548913443,-0.507668632930533,0.6575857241492552,0.6572005892377816,1.0,0.634710869822971,0.3162405443838379,0.5857345764663209,-0.45471148361267716,0.12420417506661319,-0.18701134315498485,0.7098383925390876,0.16032940606963075,
NQ=F,-0.4081745711809896,0.12643987078132435,-0.34493824757246283,-0.05936748381141316,-0.33522420906152495,-0.3086761895078821,0.2051279533149565,0.20386014857556942,-0.3507986950741779,-0.27169828184498707,-0.28499980326514357,-0.7762408407710784,-0.5744573587333635,-0.3962814008632931,0.2005906015677773,-0.0980118407739555,-0.599350339150681,-0.27770517166491565,0.3806955806817573,-0.5401658449574357,-0.21794631356205793,-0.1742711245563019,-0.10410292878432498,-0.10494477063410718,-0.2558226516467078,0.36984892485009735,0.372367143393353,0.9288539982595808,-0.049634430993440115,0.22312092923916804,-0.08661786804344072,0.7568722646280821,0.9631818149168551,-0.03901763624727401,0.9863459644824798,0.9865521102799529,0.634710869822971,1.0,0.5784638576311386,0.8996241333903364,-0.1488019318797658,0.5439535489483586,0.05098294236096742,0.4957856181929998,0.2260725555871463,
MGC=F,-0.47844915396275134,-0.11526545183226092,-0.28479417193217266,-0.011190221153367727,-0.1889113237569107,-0.189850299612707,-0.010815915736849894,-0.01115211284730519,-0.18219878656358346,-0.22403800877762012,-0.12166498118903937,-0.47098781257262223,-0.2776708863306918,-0.16508532070341944,-0.09674811052090063,-0.01714257842403553,-0.2813272552721533,0.19020268097110374,0.15305711700321564,-0.21640073465959464,-0.07050733466140104,0.057401118656217415,-0.2442645572759867,0.18673828055673808,-0.2319315098001009,0.20567673121064656,0.3268039379067767,0.47945998256766337,0.0859287397593267,0.1716307873599248,0.1635808240959377,0.5146518646049658,0.5275443542014262,0.05022725682128745,0.5543682365576897,0.5543408872641573,0.3162405443838379,0.5784638576311386,1.0,0.5877592252791609,0.09606491099049076,0.4569231388440416,0.2806418809228742,0.4339400243772,0.40954420286003457,
PA=F,-0.4949384612884538,0.038338986767867844,-0.41116741433295323,-0.11646496250393334,-0.25240004244739117,-0.2404631763164866,0.20047474463897624,0.20060968600502072,-0.259658418962506,-0.32313096291724575,-0.23332659333948744,-0.6578759536769185,-0.5158083956512305,-0.2726495782603837,0.08070649113183231,-0.06856103310248614,-0.5019482562855558,-0.244839230792607,0.2183250831749357,-0.4203991568798469,-0.2411224941348554,-0.14192852243158696,-0.16203551245725528,-0.06338030679680612,-0.26305964948651966,0.3653764252760671,0.31900848154079947,0.7907312992372867,0.001221575592710699,0.21709402091926439,0.06284352365033896,0.6574694434581816,0.871785140163271,0.054275289285782326,0.871813829174205,0.8719475480736593,0.5857345764663209,0.8996241333903364,0.5877592252791609,1.0,-0.06442788767251366,0.6578762043507491,0.1762663341393896,0.4778260471803196,0.35133273472300763,
ZT=F,-0.5045284584243513,-0.9984180350541079,0.2468393670567327,0.17954824317712748,0.24763061158371433,0.298464641818448,-0.9513446047333376,-0.9511182069341051,0.28282491985407837,0.28561630816900835,0.3010804035258341,0.3871193957302255,0.5832486019516221,0.45515474316750437,0.05851841566769217,0.3787789155836459,0.4930037541236766,0.41453344893536687,-0.3568738532931714,0.6335364771099258,0.30318275153782676,0.535374047476547,0.5761114731967685,0.5603431778612085,0.530484834357041,0.31919967188442633,0.32725870996230366,-0.327583312423617,0.42834097167639085,0.5098268867570892,0.5435023367507392,0.0228193418197584,-0.3708199086353651,0.5639522512988567,-0.252507108074155,-0.246629043502553,-0.45471148361267716,-0.1488019318797658,0.09606491099049076,-0.06442788767251366,1.0,0.379594581184898,0.8907676292521045,0.11581790100344994,0.6821642099596986,
GC=F,-0.7104753698802172,-0.40807576542531027,-0.47365801843936434,-0.05997739765810153,0.13964034275768156,0.14294167123670706,-0.2053066090492174,-0.2072685967659411,0.16780043467451494,-0.4306808689809976,0.16926876155642923,-0.10128856417088661,-0.162581804869186,0.11738802907189916,0.299017596190444,0.06452826055350001,0.11466142835915014,0.08742089237484717,-0.46744896847029277,0.13741366338454614,-0.36684945109936073,0.3231168542662318,0.24305330536847877,0.38238215397356395,0.3128625756267157,0.6161071168551585,0.4781686672181254,0.29085425611436877,0.5288274951747572,0.6115448071886188,0.4728661105684735,0.5418953932150963,0.39549670955170246,0.7084142347035782,0.4270550437262017,0.42654135523013287,0.12420417506661319,0.5439535489483586,0.4569231388440416,0.6578762043507491,0.379594581184898,1.0,0.667694685860761,0.3994900784182516,0.7189766780521614,
ZF=F,-0.7861267358545699,-0.9014020325174081,-0.1388413754490353,-0.06204406188939948,0.09727958933786339,0.1261477823534856,-0.7647274977725073,-0.7630962838267987,0.14263213487568527,-0.09673933300347053,0.15586044001684643,0.20049737706244336,0.26603086273090937,0.24938719540385285,0.010067349402692464,0.16030155682349836,0.34930204792826897,0.24456397752075276,-0.4644962248400922,0.4399755170428512,0.03048357472706281,0.42340544092836113,0.36901005309523005,0.4813040436722262,0.4654182176768066,0.3291534296325964,0.2878773021391585,-0.21850769271297968,0.5068264912451552,0.5377981333514372,0.555982276060855,0.12373343824671473,-0.17401354957117526,0.6549016820444403,-0.08060529039574188,-0.07512285946538438,-0.18701134315498485,0.05098294236096742,0.2806418809228742,0.1762663341393896,0.8907676292521045,0.667694685860761,1.0,0.40244014678039775,0.9190442663174891,
ZB=F,-0.8374770154209872,-0.1363341137413722,-0.5461323712345423,-0.6337370063425255,-0.7735941000750579,-0.7516547591384083,-0.055284258884810894,-0.05140044857222959,-0.7484346176791338,-0.4272189890626678,-0.7030479529117196,-0.6825822678927774,-0.6272891805360056,-0.6828018409619094,-0.4352496263826719,-0.5236737784815325,-0.6252721204195435,-0.5120938261889496,0.2414353488868251,-0.5689473911645918,-0.0811320521696982,-0.49257692883605897,-0.33907999993365817,-0.39064788485584134,-0.2843577210727016,-0.30158058275272287,-0.2581043148607408,0.2870683131724179,-0.2537184872513574,-0.1804512915749199,-0.2116099908433617,0.19788370440200062,0.41395176302145686,-0.1284533467149725,0.44963207042906067,0.45303525773442394,0.7098383925390876,0.4957856181929998,0.4339400243772,0.4778260471803196,0.11581790100344994,0.3994900784182516,0.40244014678039775,1.0,0.6886358168437445,
ZN=F,-0.9581221779416147,-0.700774106152617,-0.36759819927340276,-0.3344888410485511,-0.19190897852110514,-0.1790927333273411,-0.5317051984300392,-0.5285854535308137,-0.15080168011080305,-0.28079218642133674,-0.13955091346965506,-0.08740964882952638,-0.07119453312011635,-0.07273761347245329,-0.1967023843776715,-0.1201006715640149,0.04056684559457973,-0.016768275709777184,-0.3268110250061321,0.1174435004607193,-0.06420298662129702,0.13835485598708155,0.11939531828395435,0.2033021622673473,0.22774376040068267,0.14185471267522676,0.13279534356717135,-0.08188091877753698,0.31490639517035357,0.32505907761256003,0.3698266749347465,0.1478597082050638,0.03307124064819998,0.47594129765090265,0.10330929550552938,0.10835768045510995,0.16032940606963075,0.2260725555871463,0.40954420286003457,0.35133273472300763,0.6821642099596986,0.7189766780521614,0.9190442663174891,0.6886358168437445,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
