,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,GC=F,HG=F,ZL=F,KE=F,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,DTB3,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
CT=F,0.6533599558932103,0.6537601112367346,0.662893484608298,0.616992770386166,0.7963432070835375,0.5339140048575771,0.7710334115714521,0.2849611784318012,0.8702581849935578,0.7511797537245022,1.0,0.3427316711520081,0.23516826108520758,0.8440387917103999,0.6574145320586737,0.86759913207965,0.9030351860606535,0.8393639957427834,0.11243721987486874,0.799307460073444,0.7434705133649365,0.6180292734968087,0.8070704366926941,0.7699299604922841,0.7958527909845062,0.5885907702715126,0.6259781220047663,0.7527968703210651,0.6865609911080944,-0.48810062027383516,0.2227816027777311,0.4831512096938377,-0.2266476134859789,-0.025932775379378343,0.4168563037625416,-0.49383221340019523,-0.24949289965805901,-0.46325368065713024,0.06106298675911654,-0.08832668795383342,0.5476962464375448,-0.46929327753778705,0.016785028687085014,-0.2269806171804662,-0.18946404214328852,
MGC=F,0.639298164120913,0.639428405079762,0.6533521131919592,0.611489950811984,0.573118099663331,0.6507289723349472,0.5876324958605834,0.47546484601730593,0.5666873812833877,0.7780544364923222,0.3427316711520081,1.0,0.32404160867115084,0.3952663621317362,0.5276498997464832,0.40129115982352453,0.41041776350996434,0.44571576202727,0.1055298441106357,0.46631399314627847,0.10365690293704838,0.38159495775012303,0.24022030515343448,0.33681373026869965,0.2458008162027317,0.5429497768023838,0.2446237509337141,0.12742799974842256,0.11654043028218061,0.16572053076834906,-0.053950603653397364,-0.06817559101850663,-0.07730364534229286,-0.13275084918787983,0.06642733807778065,-0.006138338687581442,-0.7427608462057043,-0.1361902768157792,-0.2271591490023455,-0.34056382692039394,0.07882294501608142,-0.2524140334840538,-0.3280705699939069,-0.4035025151809744,-0.5239625211584839,
JPY=X,0.6215533366330174,0.6230732946997606,0.5591283352978407,0.5990069875944689,0.46754533082503075,0.38404237444127953,0.33478784786023036,0.7352108320251777,0.28155400460751456,0.0900840228635271,0.23516826108520758,0.32404160867115084,1.0,0.38588191066423005,-0.14730786619399897,-0.056752209287970666,0.08059387228598353,0.10806031704460241,0.26903850470015367,-0.04524519295802964,0.00492492938450462,-0.11743636884176108,-0.046455715503479024,-0.12556808711624098,-0.047872521773281405,-0.043896438930547066,0.05076021156537014,-0.18202934989574387,-0.2909774253629101,0.004526188609704892,0.3507728287389852,-0.44107188475513254,0.38729567217690064,0.3633518102420258,-0.6478404588984238,-0.5284589742872882,0.00724000632820275,-0.6145814136964455,-0.6919463502179316,-0.7752039891735429,0.7763227919511974,-0.5269489051158702,-0.7965030006838508,-0.43983158387720567,-0.8028253924978919,
NG=F,0.5915703182346699,0.5935292966571993,0.5840049258322199,0.5575599982941982,0.6582060184997521,0.4518668278669571,0.5622031402163865,0.3270121683115009,0.8080455449081849,0.6368068058027802,0.8440387917103999,0.3952663621317362,0.38588191066423005,1.0,0.5111197655142999,0.7108332123196162,0.796181648626017,0.8141293856216734,0.16771813895138402,0.7259431975792052,0.6369834964824351,0.5231321640310188,0.7904163514529378,0.6695224018561374,0.7614229584437451,0.5510061778153589,0.6528909925129132,0.6962019185461674,0.636176250537317,-0.5344947013667911,0.32016966137497366,0.395090816614176,-0.13597179708438814,0.15650737959686245,0.2716540656942014,-0.5505210688593677,-0.07692041768195289,-0.5141355024041873,0.03233214089538602,-0.15182508537037284,0.7385750752918449,-0.490904978922843,-0.03222978697378017,-0.2246275442663659,-0.21657852686097717,
GC=F,0.5315495233225704,0.5319896256770681,0.6109917838631987,0.4915484677362071,0.5736332191661991,0.71393404072784,0.6441799408547157,0.2892967983956613,0.7540718075634316,0.7787977685569871,0.6574145320586737,0.5276498997464832,-0.14730786619399897,0.5111197655142999,1.0,0.7813568855754474,0.7777396698612526,0.7255209191745262,-0.08065890698843253,0.7197274291132,0.6229041400349963,0.742510662843971,0.6066765243213805,0.7600529364066737,0.5815588985794057,0.5332857294191862,0.5034822303984033,0.5519601271560001,0.5534225281085283,0.016076137451145164,-0.15210562928863763,0.4780154117357272,-0.4729610488709711,-0.3232317450970307,0.6801587801018749,0.16279064486123423,-0.7429352212494904,0.0979822400072312,0.18362337948103274,0.000527373446890615,0.07771346566384851,-0.07657056318715434,0.11840724018510877,-0.27983217448541037,-0.10061148245670566,
HG=F,0.5252573204154029,0.525241679534047,0.5624549989312209,0.48753261679353055,0.9135191358427297,0.5163587818032962,0.7506594793431076,0.03688353006182492,0.8837669647641462,0.8326694101457849,0.86759913207965,0.40129115982352453,-0.056752209287970666,0.7108332123196162,0.7813568855754474,1.0,0.8886082183478827,0.8613133563248706,-0.03069362997899888,0.8624216624232599,0.7587368553265557,0.7203349160081401,0.8509798556018057,0.8424779404654085,0.8428287208544621,0.7189013225076726,0.7201956925708517,0.8452629326512047,0.8273710805810172,-0.47857774559260524,0.26201784476642515,0.516473231159046,-0.2987243837264742,0.03703369571028954,0.6710753581764068,-0.2505167618585536,-0.40419035924915747,-0.19623227284128783,0.3548694373647377,0.20957624474943362,-0.2070526535877921,-0.22429746691563007,0.2961595891982929,0.014524723909794425,0.05168673232191787,
ZL=F,0.5073680267710509,0.5080025190364963,0.5442873841729258,0.43975182595086587,0.7839409698104769,0.47392922299213125,0.7088490214287456,0.2058308065558652,0.8883281639105731,0.8106010450328217,0.9030351860606535,0.41041776350996434,0.08059387228598353,0.796181648626017,0.7777396698612526,0.8886082183478827,1.0,0.9368430334109981,-0.12623965956103889,0.92939568953034,0.8325888801965343,0.7304192065899011,0.8550915423008842,0.9203711613912574,0.8656011574498419,0.6819008225333054,0.7521948255240167,0.8030405666258438,0.7606156917636879,-0.37978186467743125,0.25709638429518705,0.6435252316735975,-0.2276219194990596,0.020367011311926385,0.6315147713160791,-0.22808573882135277,-0.38093525101481673,-0.18716766088946582,0.28292096641945713,-0.02869685033893753,0.6199768374228416,-0.21997220555303734,0.20404823589783597,-0.08194713748073197,-0.025179857133401873,
KE=F,0.43787540638176475,0.4387266173413782,0.4691254841695211,0.3760398843824168,0.6887274952616997,0.44145392020375673,0.6337419238069295,0.15393539439154394,0.8655875411395954,0.746987007949078,0.8393639957427834,0.44571576202727,0.10806031704460241,0.8141293856216734,0.7255209191745262,0.8613133563248706,0.9368430334109981,1.0,-0.11364805657476025,0.9198963812402225,0.7391907194972074,0.766768378903271,0.8691702680297867,0.9191525941233932,0.8634468747170925,0.7468237370675449,0.7737426885761569,0.8001566236496279,0.7796815646871325,-0.45817779617701554,0.34553579204864615,0.5237708910434221,-0.17065509279453114,0.11952084305999681,0.6032979738669618,-0.26751650795404663,-0.32244178563900244,-0.21157800357950493,0.3239786226451505,0.0351644498209117,0.6765494251343587,-0.2255968870497856,0.24079551690026943,0.012934642099706902,0.0114128399589219,
^IRX,0.357459561625255,0.3630305223106389,0.29257700892216737,0.4895754768850213,-0.289822833682811,0.25878924142384807,0.09682191511665302,0.371627735753398,0.007868274104453806,-0.2068614292573042,0.11243721987486874,0.1055298441106357,0.26903850470015367,0.16771813895138402,-0.08065890698843253,-0.03069362997899888,-0.12623965956103889,-0.11364805657476025,1.0,-0.17761508679181026,-0.3039118982494826,-0.22567625460132607,0.06745039426181369,-0.12185201105374713,-0.008681218656741442,-0.1043464359577436,-0.18113428064150974,-0.02017109433386231,-0.016132282112287122,-0.2992096408052577,-0.2999956721199604,-0.3546258874532214,-0.424694840177333,-0.31275338308629896,-0.36392427117586496,-0.6524858580918494,0.9993497806680938,-0.7740779227823733,-0.5326000126156456,-0.2771594437079463,0.5955878709391562,-0.8709826963191487,-0.3936395657554572,-0.6107622527757243,-0.36676382699745685,
ZS=F,0.3530773947626179,0.3535742314821535,0.38895470737453386,0.28807058036793454,0.7690557423045258,0.3471172620699349,0.6225168883692712,0.0069392602013607805,0.8271725424921184,0.8353267202175932,0.799307460073444,0.46631399314627847,-0.04524519295802964,0.7259431975792052,0.7197274291132,0.8624216624232599,0.92939568953034,0.9198963812402225,-0.17761508679181026,1.0,0.7426312947860472,0.7698831217410513,0.8717815622142485,0.9300338036822284,0.8966888023040318,0.8798412381160683,0.8047258058661321,0.8444552748544266,0.8279503622223343,-0.44617304084118753,0.28275910157048284,0.6301997954069007,-0.19232725775103265,0.05467684249429477,0.6939126263706513,-0.18392686055933463,-0.35046658684390913,-0.10786260716489651,0.4482681943476155,0.16302526178952767,0.6300454898333843,-0.12562382200862746,0.36749135156755264,0.09327596717717243,0.13328357383424388,
KC=F,0.3476774373915361,0.34845477139098646,0.3860660705151668,0.2639941045800747,0.8082643886858497,0.30835663007683006,0.5741474818791286,0.05028615774574198,0.7504989105393456,0.7393166530612769,0.7434705133649365,0.10365690293704838,0.00492492938450462,0.6369834964824351,0.6229041400349963,0.7587368553265557,0.8325888801965343,0.7391907194972074,-0.3039118982494826,0.7426312947860472,1.0,0.5668910819278836,0.722117553259363,0.723890895983485,0.7325794106349047,0.49150199962675184,0.705188449079581,0.7311573601283728,0.6733391832038528,-0.34010110935773563,0.40250024006157364,0.7297639773021777,-0.08038377089383733,0.22723112533879683,0.5832200140310577,-0.12618356776465242,-0.45775734084683156,-0.05215468377303134,0.38233143716952744,0.07942226890636775,0.06952907408780143,-0.021765244927398137,0.28971156187497565,0.08097754218686912,0.132626780693933,
ZR=F,0.3039143489251095,0.28380617527669716,0.34907795135879954,0.23133487044978215,0.43239495935958594,0.43284799699564364,0.4670162157925206,0.07049192435602128,0.698560303319317,0.6049540050893571,0.6180292734968087,0.38159495775012303,-0.11743636884176108,0.5231321640310188,0.742510662843971,0.7203349160081401,0.7304192065899011,0.766768378903271,-0.22567625460132607,0.7698831217410513,0.5668910819278836,1.0,0.6886156715812078,0.7597783971938922,0.6796744124742312,0.656065455687425,0.6420548282253115,0.6551118340381219,0.6579629704952739,-0.25155841601757034,0.044381385559445645,0.382236787914329,-0.2527816786882055,-0.09067244425087573,0.5887317921134404,0.029047382725655994,-0.5863152426643867,0.07177290757853996,0.34509655149625706,0.21891648955290002,0.5035869813898103,0.013650947460865773,0.2686989738248165,0.07232740035883486,0.08247590884918554,
HO=F,0.29793715542231,0.300689749872641,0.30895918155068874,0.2770135390620576,0.6972215046426591,0.27984814051565465,0.5042712998058073,-0.0408596687473189,0.7660175439376232,0.6861090508869392,0.8070704366926941,0.24022030515343448,-0.046455715503479024,0.7904163514529378,0.6066765243213805,0.8509798556018057,0.8550915423008842,0.8691702680297867,0.06745039426181369,0.8717815622142485,0.722117553259363,0.6886156715812078,1.0,0.8607649603201426,0.9688311786023137,0.7348199167526119,0.8001154505280498,0.9615416969659516,0.951648374555868,-0.7012133691639172,0.3124809186081286,0.5764417618329255,-0.2840989445426419,0.13634181872242992,0.6323703139013097,-0.4204995322877576,0.019476743194967613,-0.32271372404246496,0.454968285394035,0.24997013027573783,0.7871157711213173,-0.3109830475864206,0.4079359444243586,0.08745696758339723,0.2308910445129879,
ZC=F,0.2906949993524177,0.2915405735730068,0.33740501927349564,0.2387569278020873,0.7428388443396934,0.3270447075345984,0.5407783947102133,0.036878808781712014,0.7810323013558713,0.7486835395391923,0.7699299604922841,0.33681373026869965,-0.12556808711624098,0.6695224018561374,0.7600529364066737,0.8424779404654085,0.9203711613912574,0.9191525941233932,-0.12185201105374713,0.9300338036822284,0.723890895983485,0.7597783971938922,0.8607649603201426,1.0,0.8636827384371565,0.7372766868818768,0.7436145400693313,0.8116476290576302,0.8210400329587317,-0.4177635277120415,0.20635168327516756,0.6403004988687497,-0.30766172841964223,-0.024321036341562494,0.7677975573273517,-0.1356778814650496,-0.27924658869412683,-0.07332707793945634,0.4461629573297509,0.13342966477165072,0.7507121432316434,-0.13606240133099873,0.40451201374632495,0.06698775276626912,0.17966325436968353,
RB=F,0.2725997613930976,0.2753505212513468,0.2826455241125545,0.24066217854773708,0.737537533022136,0.224786964438524,0.49632034567622474,-0.07661182078455651,0.7410436931511857,0.6982960199911504,0.7958527909845062,0.2458008162027317,-0.047872521773281405,0.7614229584437451,0.5815588985794057,0.8428287208544621,0.8656011574498419,0.8634468747170925,-0.008681218656741442,0.8966888023040318,0.7325794106349047,0.6796744124742312,0.9688311786023137,0.8636827384371565,1.0,0.7591651537333656,0.836771519580077,0.9602938470001952,0.9435601486520381,-0.66595150727943,0.33973160770298316,0.5962310733381097,-0.19864266068489095,0.17705427291704637,0.6404828011771074,-0.384426056603564,-0.034882516718226994,-0.2757238834675259,0.4854242893678015,0.24460692333120748,0.7989415786731766,-0.24674848059266904,0.4329092690004247,0.15155087833719605,0.2500984442778687,
ZM=F,0.2695885997187817,0.2702630312055004,0.28596583183817426,0.22683842297475176,0.678759887987731,0.2691730155329344,0.5623619361784615,-0.1162121185936106,0.6693642742944765,0.7390706343256507,0.5885907702715126,0.5429497768023838,-0.043896438930547066,0.5510061778153589,0.5332857294191862,0.7189013225076726,0.6819008225333054,0.7468237370675449,-0.1043464359577436,0.8798412381160683,0.49150199962675184,0.656065455687425,0.7348199167526119,0.7372766868818768,0.7591651537333656,1.0,0.7043343928757667,0.7247752477922735,0.7268887899421731,-0.45429796636795516,0.29062436740261205,0.3851254802897323,-0.07817135066534349,0.11873864078233842,0.5390444355337336,-0.21084073182620655,-0.2653959013635567,-0.1346620284148692,0.42305313932253025,0.2670494779995493,0.24426996968372675,-0.12771949069597943,0.34772383534487805,0.17952415688703258,0.1427859430060229,
HE=F,0.24544801959561646,0.24870148201643666,0.266580608982868,0.18540157461465248,0.7377594003046388,0.23106732908747923,0.4407246005565344,-0.05112240714248094,0.7105968940999894,0.6402899234610749,0.6259781220047663,0.2446237509337141,0.05076021156537014,0.6528909925129132,0.5034822303984033,0.7201956925708517,0.7521948255240167,0.7737426885761569,-0.18113428064150974,0.8047258058661321,0.705188449079581,0.6420548282253115,0.8001154505280498,0.7436145400693313,0.836771519580077,0.7043343928757667,1.0,0.8072739380400599,0.770778998326558,-0.507287370007903,0.5179362234345881,0.46512254526576396,-0.0013088064181149002,0.38701905075410253,0.5152951523920797,-0.2142444221804418,-0.2125293713285464,-0.11233201304825492,0.4519339442912037,0.21267363103604775,0.5257078983274284,-0.048645986247344175,0.342895592020251,0.2587409421609687,0.17942956604474436,
CL=F,0.19588873958224406,0.1981643902164151,0.20998294406126566,0.17263978990473097,0.793339924892496,0.17781441625133904,0.46425244390179404,-0.21407053432212972,0.698548921328659,0.7243264233258768,0.7527968703210651,0.12742799974842256,-0.18202934989574387,0.6962019185461674,0.5519601271560001,0.8452629326512047,0.8030405666258438,0.8001566236496279,-0.02017109433386231,0.8444552748544266,0.7311573601283728,0.6551118340381219,0.9615416969659516,0.8116476290576302,0.9602938470001952,0.7247752477922735,0.8072739380400599,1.0,0.9817204150821348,-0.7205150193763743,0.3221789236300135,0.6395806728781209,-0.2483417822341036,0.1515418706368157,0.6878461988235246,-0.3569749835137467,-0.004157718546922574,-0.22344586292040375,0.5722287631610711,0.41058156153151515,0.704352382238106,-0.18608459387565426,0.5300222800184748,0.22249746804439677,0.3618567423500258,
BZ=F,0.10568796331041808,0.10835637451958365,0.12685244981858426,0.09159937665808209,0.7809206886725115,0.1257800588536412,0.39023117017320835,-0.288718345264177,0.6458089955659269,0.6921143006224784,0.6865609911080944,0.11654043028218061,-0.2909774253629101,0.636176250537317,0.5534225281085283,0.8273710805810172,0.7606156917636879,0.7796815646871325,-0.016132282112287122,0.8279503622223343,0.6733391832038528,0.6579629704952739,0.951648374555868,0.8210400329587317,0.9435601486520381,0.7268887899421731,0.770778998326558,0.9817204150821348,1.0,-0.7193280566514365,0.27622135416177895,0.6301020550011118,-0.3067555980597068,0.11390444209653888,0.7487240149836124,-0.2974646003721022,0.0561586131792097,-0.16007715280118093,0.6415712187171145,0.4847547421175282,0.7043474866589576,-0.1429217098792424,0.6173364636269997,0.2757846428282618,0.44997394658991313,
ZB=F,0.019485217971117245,0.015913743582955355,0.059570288044992266,-0.017517631829638544,-0.36941392177582894,0.1654375962872396,-0.138974231868516,0.3201404777992955,-0.33859000145827245,-0.19159197687046886,-0.48810062027383516,0.16572053076834906,0.004526188609704892,-0.5344947013667911,0.016076137451145164,-0.47857774559260524,-0.37978186467743125,-0.45817779617701554,-0.2992096408052577,-0.44617304084118753,-0.34010110935773563,-0.25155841601757034,-0.7012133691639172,-0.4177635277120415,-0.66595150727943,-0.45429796636795516,-0.507287370007903,-0.7205150193763743,-0.7193280566514365,1.0,-0.4370469037599269,-0.2551526996383192,0.1513541781608861,-0.3266860969232136,-0.246394711780624,0.7374231463594092,-0.6051244538540332,0.5667543811234175,-0.37450930739673594,-0.4115110726595862,-0.8411260516831913,0.43421051598215704,-0.4247360752295688,-0.2917021707991095,-0.37034976705022227,
LE=F,0.010313456995417131,0.010893505808962117,-0.024309076522680335,-0.05905221340978742,0.7691585445919684,-0.15333104927897456,0.17757662992427983,-0.16033159405948552,0.2998260720651645,0.19085514367998624,0.2227816027777311,-0.053950603653397364,0.3507728287389852,0.32016966137497366,-0.15210562928863763,0.26201784476642515,0.25709638429518705,0.34553579204864615,-0.2999956721199604,0.28275910157048284,0.40250024006157364,0.044381385559445645,0.3124809186081286,0.20635168327516756,0.33973160770298316,0.29062436740261205,0.5179362234345881,0.3221789236300135,0.27622135416177895,-0.4370469037599269,1.0,0.05058159116353919,0.5141263275650264,0.8894160715318403,0.03225603048869978,-0.30306126778398174,-0.040492864923934335,-0.16591089383404725,0.3083124901455257,0.07080485739711098,0.10129107370611923,0.05925023108072646,0.16833441655445647,0.5229601685102703,0.12574314926371494,
SB=F,-0.0636703427834962,-0.06351181604972111,-0.015369280365061265,-0.12710512678962732,0.8709834821870086,-0.05645802570293154,0.21024884067833283,-0.28713510162144057,0.3917750091708313,0.6796812194141084,0.4831512096938377,-0.06817559101850663,-0.44107188475513254,0.395090816614176,0.4780154117357272,0.516473231159046,0.6435252316735975,0.5237708910434221,-0.3546258874532214,0.6301997954069007,0.7297639773021777,0.382236787914329,0.5764417618329255,0.6403004988687497,0.5962310733381097,0.3851254802897323,0.46512254526576396,0.6395806728781209,0.6301020550011118,-0.2551526996383192,0.05058159116353919,1.0,-0.21399179945754784,-0.11620157581381944,0.7587653739115328,0.11343563035245306,-0.35316147280592275,0.2233325508175393,0.5938069941275851,0.320872170337002,0.10432281982592426,0.19867975979656238,0.5990346833098056,0.17592773883781884,0.47179721035580796,
