,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,GC=F,HG=F,ZL=F,KE=F,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,DTB3,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,B0=F,trending
CT=F,0.6545526757143583,0.6550027329765926,0.6643757759858223,0.6179486861231466,0.7963171574198092,0.5342911720460796,0.7726652267066477,0.2855254245604459,0.8714411990164455,0.751359589159394,1.0,0.3466799003485013,0.2369543251873463,0.8509486907241272,0.6564222780820702,0.8672998850739938,0.9029167369175082,0.8394780291616214,0.11178031996347708,0.7991557033782676,0.7410818029232402,0.6383512715976208,0.8063901374712756,0.7693165979430417,0.7954445151467521,0.5879151067074726,0.625931919814387,0.7516682341859556,0.685187608759583,-0.4867860289109294,0.2219306030077841,0.4811201870270829,-0.22541736425142092,-0.02700617045317523,0.41457554763959903,-0.49391910074642786,-0.24949289965805901,-0.46422544651042497,0.05924743278649375,-0.08749143813004688,0.5490748523751569,-0.4706691634078946,0.013629435137217368,-0.2272231920653871,-0.1924406691895805,,
MGC=F,0.6400994428613632,0.6401438512867234,0.6534217548756812,0.6124891844420769,0.5725884994251994,0.6516220218555705,0.5874048979235772,0.47532917252546114,0.5662134715892599,0.7787228199214155,0.3466799003485013,1.0,0.32263123043138614,0.38685126959350935,0.5257899943608513,0.40974844456906606,0.4104782754707728,0.4461315395759764,0.1036571574723648,0.46885522925155176,0.09954469507215469,0.39914961140112515,0.23916513601310832,0.3386816060685179,0.24863276423613956,0.5478614678529097,0.24122580798441998,0.12725188606965557,0.12237308885319205,0.16397019909354812,-0.052110592501622297,-0.06451245255370927,-0.07439558758417758,-0.13171212463037504,0.06676551984678254,-0.006168955958941158,-0.7427608462057043,-0.13476699775386028,-0.22680863174111152,-0.3455637875464924,0.07581134652517302,-0.24995467800826832,-0.3227557429836499,-0.4035931211454024,-0.5223314190580242,,
JPY=X,0.6208002237628286,0.6224332017873344,0.5579290556439293,0.5985262937808921,0.4674925879035699,0.3826728015528584,0.33447593169555856,0.7341385278229781,0.2807814828732865,0.09004931019291149,0.2369543251873463,0.32263123043138614,1.0,0.3763414309487342,-0.15103915121429898,-0.052879179801303605,0.0786281238214902,0.1070938621588009,0.2658054764611991,-0.04518164008711428,0.000549123095812955,-0.10443635070404399,-0.049547330692807555,-0.12587736950202624,-0.049227457883015135,-0.040895673769990225,0.04438662768666988,-0.1844841388328175,-0.29160004100512454,0.0043307524611568456,0.35166712273408013,-0.4411198304029627,0.3911087198389114,0.363520697015386,-0.648640611277748,-0.5281664658159692,0.00724000632820275,-0.6134438853757375,-0.6920354700816205,-0.7761171009139749,0.7846872332910594,-0.5244938784225469,-0.7958732054377834,-0.43869721198744427,-0.8024320926922325,,
NG=F,0.5866414859320842,0.5888666082376957,0.5799805339356552,0.5526556059692235,0.6598727772141726,0.4474868816866244,0.5634277087409565,0.3180051522273096,0.8122697208058655,0.6413438334715341,0.8509486907241272,0.38685126959350935,0.3763414309487342,1.0,0.5129946434300415,0.7187460754926673,0.800396157292269,0.8185812266816601,0.1585096868607193,0.7299350267032808,0.640904760093428,0.5678779478845601,0.7944802953926522,0.6757548429902157,0.7651370937731793,0.5513067673954759,0.6512329169266886,0.7012745429303583,0.6414511206578983,-0.5383662776157296,0.319465132247529,0.40378436077165014,-0.13583087833185528,0.15289783734616402,0.28079696385616687,-0.5488648435093705,-0.07692041768195289,-0.510356454800651,0.04108810669199363,-0.14154720363986756,0.7516362840416618,-0.4855558657750651,-0.023878438143873217,-0.21770613910030745,-0.20765084035068124,,
GC=F,0.5290168090954417,0.5294658726544499,0.6092086932235087,0.48877683139433764,0.5731648248510095,0.7120738468827202,0.6436993823382813,0.28638792043870664,0.7537961657901517,0.7793955264468012,0.6564222780820702,0.5257899943608513,-0.15103915121429898,0.5129946434300415,1.0,0.7805026441548348,0.7772466706547404,0.7248401374519531,-0.0840580275582234,0.7185794700771477,0.6225780699931655,0.7680354649231113,0.6060613044681352,0.7599174264949604,0.5802258123627794,0.5300633688875636,0.5026779105829309,0.5514729991462277,0.5523646099326945,0.017815387301581,-0.15416883302605583,0.4786656997881321,-0.47299242516455325,-0.3256486662313001,0.6816281690614647,0.16536158762943043,-0.7429352212494904,0.10052581147899244,0.18563870839251978,0.005634641469159973,0.07435966603243717,-0.07417699455643265,0.11893266502516657,-0.27746037522362127,-0.09884515780207538,,
HG=F,0.528887664199319,0.5286963613867116,0.5659550585490594,0.4906911574976919,0.913621459845311,0.5185671280349863,0.7537998314288916,0.03929629888211869,0.8861419241781455,0.8327806833762245,0.8672998850739938,0.40974844456906606,-0.052879179801303605,0.7187460754926673,0.7805026441548348,1.0,0.8887692860462965,0.8620228529501229,-0.03034633700544398,0.8629753002323477,0.7553505231371944,0.7400930232438939,0.8503502090541178,0.8417000358742208,0.8427780401765803,0.7196153360248358,0.7212877969519458,0.8438813980030367,0.8260177075067842,-0.4768002659449549,0.26179910882600305,0.5123996388377107,-0.2970872273724293,0.03678848698082627,0.6668343041785302,-0.25126166237029035,-0.40419035924915747,-0.1982528634477976,0.3510510798733527,0.2075321601972672,-0.21722262518962618,-0.22671727287544008,0.2919242447829124,0.013075813893634687,0.046277017456636975,,
ZL=F,0.505856451954078,0.50659863234427,0.5433457812852072,0.4380876688867908,0.783687938106708,0.472471973989051,0.7092045129634401,0.20342145286198304,0.8887435418942119,0.8112384204920505,0.9029167369175082,0.4104782754707728,0.0786281238214902,0.800396157292269,0.7772466706547404,0.8887692860462965,1.0,0.9367751787093287,-0.129519196943627,0.929065282247338,0.8313444713184561,0.7557586067308925,0.8547109639438253,0.9205689691920146,0.8653984683478159,0.6798695741492878,0.7520914768444568,0.8026691480911542,0.7601428819280935,-0.3786371781870791,0.2557357149568613,0.6441858081602712,-0.226953400359039,0.01857174261140443,0.6319623222300158,-0.22645619591078928,-0.38093525101481673,-0.1856881304995416,0.28392867168150787,-0.025233524478997144,0.6208984747023525,-0.21846939523355027,0.2044539295094216,-0.08002024088689857,-0.024444751972942814,,
KE=F,0.43684349692308994,0.43793464809149224,0.4686205838577112,0.3750676629941696,0.6885031177568515,0.4405106779928298,0.6339528018291921,0.15216485239964844,0.8657705490657052,0.7472790647892781,0.8394780291616214,0.4461315395759764,0.1070938621588009,0.8185812266816601,0.7248401374519531,0.8620228529501229,0.9367751787093287,1.0,-0.1158787921938877,0.9198366394106948,0.7376537964778314,0.7930190526512201,0.8689470462552288,0.9193056586819794,0.8638316700753604,0.7455872763588185,0.7741424289449476,0.7998594210573635,0.779777013051573,-0.45766849493239387,0.3447329537723753,0.5243185342898471,-0.16992521983781325,0.11844092487452039,0.6031695037053036,-0.26663025659629325,-0.32244178563900244,-0.2107879666839074,0.32434788066627174,0.0367429137660058,0.6769894894986374,-0.22476273260633425,0.24154875340143778,0.014189450548930444,0.011816188214402758,,
^IRX,0.35516514020372625,0.3607826908989694,0.29000584999292434,0.4878320460560031,-0.29255637032851395,0.2561894009793717,0.09599806660703523,0.36849701206745655,0.00649525232781478,-0.20773276976862987,0.11178031996347708,0.1036571574723648,0.2658054764611991,0.1585096868607193,-0.0840580275582234,-0.03034633700544398,-0.129519196943627,-0.1158787921938877,1.0,-0.17943917564769465,-0.30803201227453186,-0.215621074001171,0.06428950911100133,-0.12330387289381214,-0.011957300542763573,-0.10412369361361568,-0.1887753224155075,-0.022849446550699662,-0.017655702583758013,-0.29891385095604595,-0.30210525614813877,-0.3565136091056899,-0.42328007237114157,-0.31551813179975924,-0.36439026589679685,-0.6518240107672358,0.9993497806680938,-0.7734360587822643,-0.5323449543675531,-0.2750692940845617,0.6164063349911828,-0.8704541849282765,-0.3932416915055516,-0.6095921513579334,-0.36534655613235645,,
ZS=F,0.3526123253239214,0.35369341154319334,0.3891727034554133,0.28803863298588284,0.7689158457979829,0.3467032343818838,0.6232335191639311,0.0052644487494781685,0.8275642773892216,0.8357046129815698,0.7991557033782676,0.46885522925155176,-0.04518164008711428,0.7299350267032808,0.7185794700771477,0.8629753002323477,0.929065282247338,0.9198366394106948,-0.17943917564769465,1.0,0.7401387911470679,0.7929845721921045,0.8711531941079014,0.9298226078567328,0.896990042005399,0.8790003242851564,0.8050375039727476,0.8436516982084631,0.8277670033990595,-0.44530868087510295,0.28214742546333216,0.6299017403393065,-0.19102521290928745,0.05390800070366705,0.6924331082509789,-0.18339794010531063,-0.35046658684390913,-0.10759299223974278,0.4474129551703109,0.1628806256767073,0.6326065798227152,-0.12522428058687368,0.3676741060073745,0.09386171964934341,0.1324733065523308,,
KC=F,0.34313111480728403,0.34420735577929973,0.38272602848570625,0.259486838529028,0.8080918177294235,0.30459908603478025,0.5726867540659781,0.04524800917115928,0.7493194373296501,0.739878098429214,0.7410818029232402,0.09954469507215469,0.000549123095812955,0.640904760093428,0.6225780699931655,0.7553505231371944,0.8313444713184561,0.7376537964778314,-0.30803201227453186,0.7401387911470679,1.0,0.5901309688998874,0.721375931437803,0.722865246173718,0.7302397113308974,0.48616355014584955,0.7050037806859231,0.7305236088472246,0.6719303468197224,-0.3383017289248147,0.39953269146829234,0.7305758373237571,-0.08121199795494453,0.22415130139247047,0.5851886965793374,-0.12324885802092989,-0.45775734084683156,-0.049381353480283954,0.3851511166695821,0.0870127742631344,0.0660736121690843,-0.01900946484276634,0.2902837028231047,0.08454488758544328,0.13565941631842054,,
ZR=F,0.30108603822173513,0.3033551204047967,0.37059697339524483,0.24887428878711862,0.4646169510712426,0.4532777452570711,0.4828146788427718,0.06603675969062613,0.7192750529713654,0.6215556510934962,0.6383512715976208,0.39914961140112515,-0.10443635070404399,0.5678779478845601,0.7680354649231113,0.7400930232438939,0.7557586067308925,0.7930190526512201,-0.215621074001171,0.7929845721921045,0.5901309688998874,1.0,0.716821660327028,0.7825184609117157,0.7077988621970411,0.6734765742134686,0.6767602792523522,0.6793089930139622,0.6820083422856462,-0.2644409290165305,0.04997455438643658,0.3942029195436078,-0.263942882252127,-0.08664679470862714,0.5997578659654854,0.01849763781047833,-0.5863152426643867,0.060515262153163156,0.3464729440653447,0.21170133458099927,0.7854894271139387,-0.0018558235462710867,0.2683223899298535,0.06276196711897684,0.07451366936075318,,
HO=F,0.2951860360159083,0.2982164271677055,0.3069484147054464,0.27435903332341666,0.6969127391871569,0.27729848578397537,0.5042899278593262,-0.045123860799356666,0.7662787119182798,0.6868811151088001,0.8063901374712756,0.23916513601310832,-0.049547330692807555,0.7944802953926522,0.6060613044681352,0.8503502090541178,0.8547109639438253,0.8689470462552288,0.06428950911100133,0.8711531941079014,0.721375931437803,0.716821660327028,1.0,0.8608233092952313,0.9685042815827848,0.7322662804648633,0.8000792956278167,0.9615521827420905,0.9516409894450503,-0.7005925740191487,0.31072700534390063,0.5769418959862613,-0.28378592746817494,0.13416391943975156,0.6334199425753694,-0.4188041065373874,0.019476743194967613,-0.32115201362525303,0.4567881523256455,0.2542750444544745,0.7869770422335283,-0.30941215613799683,0.40938906792580737,0.09029026290354793,0.23296668218648178,,
ZC=F,0.290339970824516,0.2912644187348339,0.3375040400650208,0.23823934299015864,0.7426923314138645,0.3265270065939254,0.5414880967493081,0.036044531280556555,0.7817166322854276,0.748934774649623,0.7693165979430417,0.3386816060685179,-0.12587736950202624,0.6757548429902157,0.7599174264949604,0.8417000358742208,0.9205689691920146,0.9193056586819794,-0.12330387289381214,0.9298226078567328,0.722865246173718,0.7825184609117157,0.8608233092952313,1.0,0.8637979694825124,0.7353800831607028,0.7450017887564984,0.811343284981363,0.8205884245517958,-0.4166296386681822,0.20525626594197732,0.6398603937783052,-0.3074095619157703,-0.025541842053032292,0.767103632844832,-0.1348855292016237,-0.27924658869412683,-0.07304623810004887,0.44587977057738637,0.13525950124404718,0.754262728160076,-0.1360986353436669,0.4039845591093881,0.06776842344864052,0.1790082637217077,,
RB=F,0.27176997084449445,0.2743527887277352,0.2817888803660373,0.23948219355794437,0.7373952324919003,0.22304380350897984,0.49768383292034696,-0.07931347922708129,0.742457958708823,0.699496502323649,0.7954445151467521,0.24863276423613956,-0.049227457883015135,0.7651370937731793,0.5802258123627794,0.8427780401765803,0.8653984683478159,0.8638316700753604,-0.011957300542763573,0.896990042005399,0.7302397113308974,0.7077988621970411,0.9685042815827848,0.8637979694825124,1.0,0.7585840739871007,0.8364870642105747,0.9598933250547248,0.9432216738382463,-0.6650332754493845,0.3386047845869447,0.595079710701765,-0.1970910670054517,0.17544536510579697,0.6398109903826263,-0.38336910765380133,-0.034882516718226994,-0.2749883787197179,0.4858100781697677,0.24729785727857057,0.7998601189485786,-0.24570526889407945,0.4332340982594126,0.1539221091159767,0.25021489484234716,,
ZM=F,0.27021200791171984,0.27222696933471113,0.2874263236096798,0.22889361303687014,0.6787382351223376,0.2698605066655968,0.5628213897310521,-0.11670037108992683,0.6687037012746144,0.7391597739782944,0.5879151067074726,0.5478614678529097,-0.040895673769990225,0.5513067673954759,0.5300633688875636,0.7196153360248358,0.6798695741492878,0.7455872763588185,-0.10412369361361568,0.8790003242851564,0.48616355014584955,0.6734765742134686,0.7322662804648633,0.7353800831607028,0.7585840739871007,1.0,0.7026767250722767,0.721908835074302,0.7267484925555905,-0.45312247363906877,0.29071762577189875,0.38272395837956275,-0.0754771472013216,0.11917422411148526,0.5341251163052506,-0.21151442079674945,-0.2653959013635567,-0.13578678924689147,0.4189161444351373,0.2612351751676885,0.2428524254699286,-0.12850027670161335,0.34673207265989914,0.17785766303091402,0.13945936730410635,,
HE=F,0.24063885675602237,0.24397363822618878,0.26236305404189936,0.18042061425017641,0.7391212415171546,0.22662216078118155,0.44061685460594086,-0.058675733319597786,0.7114591734272597,0.6425184691534687,0.625931919814387,0.24122580798441998,0.04438662768666988,0.6512329169266886,0.5026779105829309,0.7212877969519458,0.7520914768444568,0.7741424289449476,-0.1887753224155075,0.8050375039727476,0.7050037806859231,0.6767602792523522,0.8000792956278167,0.7450017887564984,0.8364870642105747,0.7026767250722767,1.0,0.8080042957431008,0.7712766173430274,-0.5069270554946173,0.516836084271094,0.4671932821960022,9.335829707544257e-05,0.3848812757835395,0.5188523616955933,-0.21075372983944674,-0.2125293713285464,-0.1079971136051897,0.4568393577383538,0.21993689769593366,0.5379667784291402,-0.043107321040974325,0.34742603343589396,0.2649432973761566,0.18472661486760128,,
CL=F,0.1937803120507566,0.19614428060011016,0.20841085271245205,0.17042006943295787,0.7931597616582293,0.17563325467494814,0.4644807969067839,-0.2176607454594153,0.6989265491101708,0.724925921265179,0.7516682341859556,0.12725188606965557,-0.1844841388328175,0.7012745429303583,0.5514729991462277,0.8438813980030367,0.8026691480911542,0.7998594210573635,-0.022849446550699662,0.8436516982084631,0.7305236088472246,0.6793089930139622,0.9615521827420905,0.811343284981363,0.9598933250547248,0.721908835074302,0.8080042957431008,1.0,0.9816538033281498,-0.7196614428422192,0.320481328813876,0.6394699272436599,-0.24816395509261918,0.14959805946949015,0.6882848757260807,-0.355481966380504,-0.004157718546922574,-0.22227130504025155,0.5734727481457063,0.4143178200409302,0.7040705944578997,-0.18493455258760122,0.5308639444572697,0.22499168633648012,0.3632478438527633,,
BZ=F,0.10590706546868553,0.10861222628245167,0.12716059364786803,0.09167714111270102,0.7808310039679508,0.12500957070517624,0.3920375136104083,-0.29088934713501685,0.6472742551138437,0.6928840516418611,0.685187608759583,0.12237308885319205,-0.29160004100512454,0.6414511206578983,0.5523646099326945,0.8260177075067842,0.7601428819280935,0.779777013051573,-0.017655702583758013,0.8277670033990595,0.6719303468197224,0.6820083422856462,0.9516409894450503,0.8205884245517958,0.9432216738382463,0.7267484925555905,0.7712766173430274,0.9816538033281498,1.0,-0.7181783914709848,0.27518823006909354,0.6288629331159854,-0.3056645347476065,0.11266240524326938,0.7488015438705786,-0.2970025963298076,0.0561586131792097,-0.16045311004589985,0.6420842068650762,0.48719064366389947,0.7049012734894486,-0.1433166205367876,0.6175303145759216,0.2771134129958223,0.4499345572828045,,
ZB=F,0.020431543249153507,0.016647382220631845,0.06035003355026976,-0.016779324673599175,-0.3687534598836952,0.16712489937697805,-0.13948782841908874,0.32248106132596144,-0.3389045463492759,-0.19156052530155399,-0.4867860289109294,0.16397019909354812,0.0043307524611568456,-0.5383662776157296,0.017815387301581,-0.4768002659449549,-0.3786371781870791,-0.45766849493239387,-0.29891385095604595,-0.44530868087510295,-0.3383017289248147,-0.2644409290165305,-0.7005925740191487,-0.4166296386681822,-0.6650332754493845,-0.45312247363906877,-0.5069270554946173,-0.7196614428422192,-0.7181783914709848,1.0,-0.43624219886622395,-0.2528117000444505,0.15050941706762036,-0.325854118723718,-0.2447714514389733,0.7376654962234405,-0.6051244538540332,0.5675883484561504,-0.3738590340938359,-0.4125005246180758,-0.8432417462537964,0.43511514505892435,-0.42421015172610727,-0.29298316373929395,-0.36999725309375686,,
LE=F,0.010239701394366032,0.010645217953137638,-0.02483548999430789,-0.05927821987777186,0.7691072653084642,-0.15425483532956652,0.17781510233122566,-0.1612112824439602,0.29964813218085723,0.19076140611305467,0.2219306030077841,-0.052110592501622297,0.35166712273408013,0.319465132247529,-0.15416883302605583,0.26179910882600305,0.2557357149568613,0.3447329537723753,-0.30210525614813877,0.28214742546333216,0.39953269146829234,0.04997455438643658,0.31072700534390063,0.20525626594197732,0.3386047845869447,0.29071762577189875,0.516836084271094,0.320481328813876,0.27518823006909354,-0.43624219886622395,1.0,0.04864304093871628,0.5157367935267616,0.8894032670394707,0.03046083453698359,-0.30260851023745433,-0.040492864923934335,-0.1655667824680131,0.30728812800026717,0.07012758984855355,0.1029013355473691,0.0603837979584851,0.1681927635998359,0.5238909185927687,0.125073017254376,,
SB=F,-0.06432387393778638,-0.06368928912502625,-0.014992467951717608,-0.1277570166709961,0.8708588251311368,-0.05746058119812507,0.21182572994771734,-0.28877814556707704,0.3933873736460288,0.6797746991509741,0.4811201870270829,-0.06451245255370927,-0.4411198304029627,0.40378436077165014,0.4786656997881321,0.5123996388377107,0.6441858081602712,0.5243185342898471,-0.3565136091056899,0.6299017403393065,0.7305758373237571,0.3942029195436078,0.5769418959862613,0.6398603937783052,0.595079710701765,0.38272395837956275,0.4671932821960022,0.6394699272436599,0.6288629331159854,-0.2528117000444505,0.04864304093871628,1.0,-0.21451914444615186,-0.11816820215378551,0.7579864222284002,0.11462526808481523,-0.35316147280592275,0.22354523437030724,0.5933844604928985,0.3241711063085455,0.09990613391433609,0.19843133688977907,0.5967682720599836,0.17653771019741687,0.4703182500318279,,
